AveragePolicyStd,dLoss,MeanKL,StdReturn,Perplexity,AverageReturn,NumTrajs,MinReturn,ExplainedVariance,AverageDiscountedReturn,LossBefore,Entropy,Iteration,LossAfter,MaxReturn,MeanKLBefore
0.501181803896,0.00504508468076,0.00716116049564,101.451466526,2.07124975508,-1435.82898098,642,-1688.74297535,0.822178314217,-1355.94485055,2.32859608534e-08,0.72815217151,23,-0.0050450613948,-1235.59913743,-3.69366097708e-08
0.478349527234,0.00616246312265,0.00957554957769,95.1673419084,1.97689008943,-1454.09312303,639,-1678.64090442,0.849719566859,-1373.56555944,2.7606503811e-09,0.681524948019,24,-0.006162460362,-1247.60159962,2.68345744514e-08
0.476145521963,0.00736941138027,0.00724453543702,99.6623102549,1.96778152774,-1442.46846479,642,-1650.75125944,0.829520436538,-1362.54327211,8.22673157037e-09,0.676906780141,25,-0.00736940315354,-1236.75168025,1.82266057802e-08
0.469352170149,0.00624833850822,0.00654933962456,104.641236122,1.9397064297,-1439.16219263,645,-1669.52479989,0.818526293323,-1359.69373901,-1.00994223508e-09,0.662536636728,26,-0.00624833951816,-1246.86039008,-2.04365430134e-08
0.46095679628,0.0053424316063,0.00875765536916,99.7353470797,1.90501060488,-1440.56141425,643,-1588.50391857,0.831040841884,-1360.79358024,-5.16234734072e-09,0.64448757543,27,-0.00534243676865,-1248.86800376,-2.83431663695e-08
0.426842199642,0.00709820203331,0.00977612946734,102.152341356,1.76402414172,-1435.90417321,645,-1588.5503387,0.820594871312,-1356.45537398,-1.70775174626e-08,0.567597643274,28,-0.00709821911082,-1247.6190665,3.9104766314e-08
0.429252310418,0.00475053743231,0.00843222470101,102.289739774,1.77398448209,-1449.9442464,643,-1588.53340501,0.828901438449,-1370.04275496,2.66345341543e-09,0.573228136438,29,-0.00475053476885,-1250.74257143,-2.40760195114e-08
0.456933546604,0.00441183978168,0.00844430865246,112.357029804,1.8883835948,-1435.01192835,649,-1588.40448199,0.795383312972,-1356.24178963,-5.75631222049e-10,0.635721222299,30,-0.00441184035731,-1247.85574995,2.32440917625e-08
0.466670763225,0.00702263031717,0.00813526337291,101.391777877,1.92862489523,-1442.30979766,644,-1588.57264349,0.826342265374,-1362.61876176,-4.85368293076e-09,0.656807259458,31,-0.00702263517085,-1235.14284046,-2.94186426331e-08
0.475043960906,0.00700045186007,0.00742740341306,108.858152772,1.96322907182,-1436.77993066,647,-1588.56033986,0.809195265264,-1357.60451188,4.18805706404e-09,0.67459060325,32,-0.00700044767202,-1243.03553926,-7.52163065165e-09
0.477612977923,0.00340312619207,0.00678810250882,104.776859454,1.973846129,-1442.42717113,645,-1588.56117968,0.821755776256,-1362.93763723,8.78362474306e-09,0.679983989137,33,-0.00340311740845,-1244.29853926,2.70625188925e-09
0.446057309137,0.00246290860296,0.00650669991215,107.426498293,1.84343502721,-1428.26131636,649,-1588.55071833,0.798957186289,-1349.50226072,-1.46931085861e-10,0.611630693811,34,-0.00246290874989,-1241.57345466,1.49706967933e-08
0.46733940379,0.00447837587804,0.00715189378461,108.952662134,1.93138820706,-1427.00408659,649,-1588.54700569,0.79667762065,-1348.22475055,-1.18006257804e-09,0.65823902263,35,-0.00447837705811,-1239.96270018,-1.67879576907e-08
0.477871707787,0.00562570296417,0.00744670693886,109.063704409,1.97491539002,-1436.68750536,647,-1588.4542052,0.804846898545,-1357.6197172,-1.90720943646e-08,0.68052555694,36,-0.00562572203626,-1236.85289289,3.0602467449e-08
0.48951930065,0.00316719549451,0.00880743366346,103.641447947,2.02305176224,-1448.91685619,644,-1588.53340501,0.827555556265,-1369.13344848,2.15355975116e-09,0.704607144731,37,-0.00316719334095,-1237.53148463,7.77911679517e-09
0.511770549421,0.00684855374404,0.00973600066209,104.894404244,2.11501019571,-1447.93018667,644,-1588.56888736,0.82464633083,-1368.20340327,7.46681232277e-10,0.749059633154,38,-0.00684855299736,-1238.59933521,4.15782908103e-09
0.525361703822,0.00464621799225,0.00688987697775,107.155727068,2.17117878564,-1446.42177276,644,-1588.34798277,0.821169856425,-1366.77731393,1.4915846655e-08,0.775270239252,39,-0.0046462030764,-1247.43837334,3.70073400813e-08
0.499977469,0.00547222614114,0.00899778537211,104.943597345,2.06627256249,-1432.0673631,647,-1588.46648697,0.804962768545,-1352.92263375,1.66191997169e-08,0.725746289629,40,-0.00547220952194,-1248.12374612,-1.25971455489e-10
0.525110093493,0.00301489338639,0.00750615957819,104.068640633,2.17013894775,-1437.8992859,646,-1587.52225849,0.81473966717,-1358.48927691,1.91432412122e-08,0.774791196722,41,-0.00301487424315,-1248.16401004,-3.01309935891e-08
0.506311701276,0.00513124220941,0.00676528810977,106.714579511,2.09245024282,-1437.96136776,647,-1588.44669236,0.812872949009,-1358.71363716,2.14098186966e-09,0.73833574428,42,-0.00513124006843,-1251.86036974,4.19456501755e-08
0.500414661597,0.00660464000061,0.00888918717663,104.244571159,2.06807936204,-1433.89692927,647,-1588.44001403,0.81241638488,-1354.68250755,1.00904448202e-08,0.72662033214,43,-0.00660462991017,-1257.54963709,2.95244526605e-08
0.504290735945,0.00785890339864,0.00986155979746,108.179784182,2.08409813604,-1438.98161746,647,-1588.56347353,0.808138419041,-1359.79842017,-4.06664525172e-08,0.73433621301,44,-0.0078589440651,-1244.35336593,6.1024735265e-08
0.531996347532,0.00564522135785,0.0082435993434,106.994430809,2.19859798573,-1440.05578487,646,-1588.56207261,0.815517196676,-1360.59204247,1.67576734272e-08,0.787819878,45,-0.00564520460018,-1246.07104667,4.408306431e-08
0.564670211686,0.00881342977353,0.00950686236724,102.803428171,2.33363028858,-1445.56256355,643,-1588.5612955,0.816209778382,-1365.68222577,-2.01606847402e-08,0.847425118822,46,-0.00881344993421,-1227.81243969,1.01269170827e-08
0.594718751494,0.00982236248836,0.00876934942531,107.713294886,2.45781283118,-1442.67325431,645,-1588.53340501,0.816971283452,-1363.15015188,4.24486769653e-09,0.899271861452,47,-0.00982235824349,-1254.05334615,-1.06872499739e-08
0.616225596472,0.00666061736441,0.00968292304391,106.062359172,2.54669484375,-1444.97614826,644,-1697.14438261,0.821269552548,-1365.30345585,1.4976805426e-08,0.934796378749,48,-0.00666060238761,-1247.46994227,-7.95947396881e-09
0.633041591489,0.0133855688731,0.00919889199284,110.641695697,2.61619083361,-1434.23328433,648,-1588.53340501,0.800241929705,-1355.27623844,-1.29177529093e-09,0.961719379562,49,-0.0133855701648,-1241.68548094,4.9661483259e-08
0.68119524889,0.00344080849819,0.00789725298596,101.593874972,2.81519696337,-1443.96331447,643,-1588.25016,0.831389771518,-1364.13555643,2.2257603812e-09,1.03503222837,50,-0.00344080627243,-1251.05786544,2.20271225149e-08
0.663170821315,0.00545868667715,0.00774945039777,100.126159686,2.74070684639,-1442.82062385,643,-1588.36333412,0.832962248265,-1362.8937928,3.05187353563e-08,1.00821586027,51,-0.00545865615841,-1244.91001337,-1.63282562471e-08
0.6409464625,0.00286282889834,0.00848639254985,101.210381711,2.64885954189,-1450.74136652,642,-1588.53340501,0.816403319357,-1370.7435734,4.31803957731e-09,0.974129185814,52,-0.0028628245803,-1251.84018577,-2.39322989759e-08
0.631300949097,0.00317190059996,0.00945828672792,107.729358783,2.60899722622,-1440.16021305,646,-1588.57528939,0.811139183113,-1360.81588892,-8.90528793023e-09,0.958965942997,53,-0.00317190950525,-1245.91358547,-4.2501663966e-08
0.654173120141,0.00515173351597,0.00825785368889,103.006169346,2.70352176463,-1448.08534374,643,-1588.55196786,0.829170576416,-1368.27398167,1.15908926759e-08,0.994555280346,54,-0.00515172192508,-1249.63386063,1.57762101161e-08
0.699654182016,0.00275931341585,0.00641266009643,102.278305212,2.89148277506,-1450.18289091,642,-1648.28648159,0.836640823409,-1370.14593057,-1.03592029386e-08,1.0617694415,55,-0.00275932377505,-1248.88694407,-1.44995432882e-08
0.684959608336,0.00479928222962,0.00647416197099,106.300967952,2.83075404968,-1437.1858505,646,-1588.56591129,0.814602226667,-1357.83594992,3.91169257453e-08,1.04054312481,56,-0.0047992431127,-1247.6734836,-1.97686153558e-08
0.657732108001,0.00408219469013,0.00856371882544,106.140806263,2.71823010535,-1438.49078422,646,-1588.55890364,0.811740550454,-1359.13288022,7.71040579098e-09,0.99998097195,57,-0.00408218697973,-1249.07694425,3.3477552952e-08
0.621181014677,0.0043780632187,0.00701758060184,105.906477732,2.56717425594,-1436.40869036,646,-1588.11699046,0.813031937007,-1357.13369053,-7.15072246853e-09,0.942805782694,58,-0.00437807036942,-1247.46207837,-2.0290731706e-08
0.631681845249,0.00344650766271,0.00744052705442,108.771134577,2.61057136769,-1437.98461459,647,-1588.53340501,0.808150736597,-1358.8367646,1.19017418542e-08,0.959569112199,59,-0.00344649576097,-1249.56799537,3.70031010832e-08
0.614716122745,0.00244266874898,0.00996387176327,109.456621899,2.54045659435,-1421.69293741,651,-1588.53876191,0.789178415353,-1343.22760294,-2.9438362144e-09,0.932343826431,60,-0.00244267169282,-1251.58645817,-2.28303740357e-08
0.599382045241,0.00432099433312,0.00432505699723,107.248710639,2.47708497146,-1430.99301939,648,-1588.54100229,0.805006179498,-1352.05293504,-6.73697976358e-09,0.907082454103,61,-0.0043210010701,-1237.40387861,-7.80721798321e-09
0.605317346962,0.00427535277045,0.00650575582607,108.089772353,2.50161397898,-1438.34062156,647,-1588.57828626,0.808944535714,-1359.25077373,-4.01362111361e-10,0.916936115163,62,-0.00427535317181,-1247.79098117,3.5592134795e-09
0.572366391629,0.00747615019151,0.00934127512253,106.212034782,2.36543653273,-1431.23426943,648,-1588.53950604,0.808228648823,-1352.17917388,2.20036028365e-09,0.860962585348,63,-0.00747614799115,-1251.90257617,3.67513215416e-08
0.578499966864,0.00646274961931,0.00787894790227,105.766671442,2.39078495142,-1438.97863357,646,-1588.56769731,0.813565373836,-1359.72727783,-1.63388010945e-08,0.871621743578,64,-0.00646276595812,-1251.32763657,2.56388708042e-08
0.559103939316,0.00626059080788,0.00755101381217,110.697453842,2.31062638022,-1425.95666027,651,-1588.5662864,0.790219007194,-1347.44731787,4.67015060013e-09,0.837518648046,65,-0.00626058613773,-1253.02564492,4.8016583265e-08
0.539917446544,0.00395106500849,0.0069720241259,109.767315556,2.23133375997,-1428.83120848,650,-1588.54118065,0.793826893643,-1350.18996011,-1.67602756801e-08,0.802599505323,66,-0.00395108176876,-1249.57697063,5.3018934576e-08
0.517101285632,0.00501813566361,0.00646974710376,105.43032725,2.13704069639,-1430.7939167,647,-1588.37884464,0.811356880232,-1351.61323909,-1.95600618243e-08,0.759422019857,67,-0.00501815522368,-1252.17660452,-2.93804636176e-09
0.497804587183,0.00599251039558,0.00879496026856,105.286342446,2.05729262568,-1441.52347463,645,-1588.56686735,0.811356448115,-1362.00591426,-7.92064531507e-09,0.721390859026,68,-0.00599251831623,-1235.58735375,-2.38622669402e-08
0.519016783381,0.00406818935849,0.00695038951785,107.920752612,2.14495693399,-1433.3093617,647,-1588.5533322,0.80237302949,-1354.29522573,8.51590811802e-09,0.763119474786,69,-0.00406818084258,-1257.39850674,5.95111669943e-08
0.527939796223,0.00496597078184,0.0073291195968,105.648109202,2.18183334894,-1436.20832355,647,-1588.26039256,0.812051443965,-1357.10770345,8.74655228178e-09,0.780165509122,70,-0.00496596203529,-1255.48316328,1.80191089827e-08
0.506041072222,0.00970395177312,0.00868431153147,111.271504605,2.09133180565,-1432.69068897,649,-1588.55740353,0.793495807148,-1353.87493519,1.5090902266e-09,0.737801090616,71,-0.00970395026403,-1244.75030807,-1.75216399168e-08
0.510341701271,0.00501743609641,0.00686943363642,106.415227448,2.10910515016,-1438.11119549,646,-1588.54395219,0.814543884312,-1358.71561664,3.49691552406e-08,0.746263758081,72,-0.00501740112725,-1249.02150731,2.37492053801e-08
0.506519975952,0.00826846908423,0.00881393962639,108.64029237,2.09331098611,-1435.00210956,648,-1588.2398009,0.802618857188,-1355.9411534,-1.2906311405e-08,0.738747016328,73,-0.00826848199054,-1250.963143,-2.85483178208e-08
0.54209007282,0.00867080602924,0.00931787400797,105.642967452,2.2403126407,-1443.56833076,646,-1588.55174754,0.816647002831,-1364.14536285,2.75701753962e-08,0.806615427869,74,-0.00867077845906,-1257.53168492,-3.31298347644e-08
0.548058625545,0.00405944702731,0.00903573555438,105.49526814,2.26497906569,-1441.31641129,646,-1588.55612102,0.818180450716,-1361.8498677,-1.27532489787e-08,0.81756551637,75,-0.00405945978056,-1242.75454507,-1.26813526347e-08
0.528370102992,0.00277566737433,0.0082756218714,106.430545085,2.18361169121,-1442.84513839,646,-1588.54237211,0.814215390612,-1363.46664505,7.89828529283e-09,0.780980245012,76,-0.00277565947604,-1257.67047628,-2.15568858319e-08
0.568637938842,0.00865712267792,0.0064283129352,103.899924697,2.35002783899,-1437.31824845,646,-1588.53893683,0.814645170987,-1358.01943122,-9.27576228052e-09,0.854427174467,77,-0.00865713195368,-1242.2730696,6.57877800014e-08
0.569125841067,0.0068687482276,0.00997041450232,110.278432264,2.35204420782,-1437.95044606,648,-1588.55637652,0.803351037831,-1358.84861799,5.0593879064e-08,0.8552848257,78,-0.00686869763372,-1237.571971,-1.03120498807e-08
0.554643322407,0.00693777838122,0.00943759249328,104.214204619,2.29219184887,-1447.5138137,644,-1588.57043932,0.825889438396,-1367.83794131,-7.89169281139e-09,0.829508499044,79,-0.00693778627291,-1243.25470866,2.03932093434e-08
0.539196256533,0.00390071011513,0.00947782941838,102.055379345,2.2283532754,-1453.32818299,643,-1588.55848367,0.833641554571,-1373.34477966,-8.78775000705e-09,0.801262871164,80,-0.00390071890288,-1248.82906702,-1.84265483982e-08
0.553728037802,0.00331165796583,0.00692362163237,105.192690769,2.28840922348,-1435.87237241,647,-1588.55663125,0.80651746374,-1356.69009804,5.03279098097e-09,0.827856913942,81,-0.00331165293304,-1253.00528398,2.72909788102e-08
0.550077552419,0.00295175829419,0.00572728923338,105.828413677,2.27332274808,-1441.52105341,646,-1588.53340501,0.817750342033,-1362.16342363,-1.34251306602e-08,0.821242526907,82,-0.00295177171932,-1248.72567322,3.29010149125e-08
0.55897961685,0.00486730703888,0.00958640877439,108.869692853,2.31011258887,-1445.59037551,646,-1588.55324252,0.814225064752,-1366.22047183,-1.95027241784e-08,0.837296263116,83,-0.0048673265416,-1245.04174393,8.1461106749e-09
0.541711551416,0.00349883601114,0.00644128285999,103.329822239,2.23874831343,-1436.24520896,646,-1588.53340501,0.818603396941,-1356.80494689,-6.98440048072e-09,0.805916921037,84,-0.00349884299554,-1254.57008202,4.00000925715e-08
0.53428538506,0.00593818861115,0.00706965838088,104.829716939,2.20805796289,-1446.24007601,644,-1588.53340501,0.823955761931,-1366.52916004,-1.92715949018e-09,0.792113379377,85,-0.00593819053831,-1257.42151535,-2.30349660457e-08
0.514631332003,0.00716301487569,0.0089312594846,111.107383606,2.12683304158,-1435.62942912,649,-1588.53340501,0.798633222326,-1356.78357757,-4.34966608435e-09,0.754634038347,86,-0.00716301922536,-1253.60160293,-1.28945141231e-08
0.53806202652,0.0053881277457,0.00944401742387,111.426871001,2.22366580746,-1425.94431191,651,-1588.54014902,0.786793269432,-1347.53254532,-7.21774809976e-09,0.799157098669,87,-0.00538813496345,-1254.29394336,2.1325527455e-08
0.543687134437,0.00411381332117,0.00710559716458,108.350946974,2.24691286732,-1442.39719478,646,-1588.55729087,0.811506098102,-1363.06134359,2.61506578975e-09,0.809557215112,88,-0.0041138107061,-1250.75258039,-4.13487850626e-08
0.509086770441,0.00457638062928,0.00705811642219,109.500634625,2.10391885817,-1440.39064215,647,-1588.54575324,0.807561420834,-1361.21979367,-1.80634537981e-08,0.743801728624,89,-0.00457639869273,-1257.61706492,5.80656531746e-08
0.480910937171,0.00239905709185,0.00568269900552,105.357706573,1.98747570859,-1436.18900878,647,-1588.53340501,0.810181654158,-1356.93147935,5.44545817179e-09,0.686865345377,90,-0.00239905164639,-1257.96513287,-2.04028908213e-08
0.48417207181,0.00845539167092,0.00776036743724,109.170773132,2.00095310196,-1431.85092381,649,-1588.55159291,0.801785428247,-1352.9657232,1.23455663608e-09,0.693623618024,91,-0.00845539043636,-1257.96513287,-1.73083558597e-09
0.496864327074,0.00769628556844,0.00665801500397,104.615935144,2.05340678324,-1439.05301633,646,-1588.53668845,0.814310887013,-1359.646129,5.03780495782e-09,0.719500259298,92,-0.00769628053063,-1257.66273031,-1.19590097825e-08
0.485829151149,0.00385620104506,0.00679930306976,105.244856379,2.0078013657,-1426.82142993,650,-1588.53340501,0.800614960429,-1348.10549276,-4.3462270009e-08,0.697040275472,93,-0.00385624450733,-1251.00779604,-2.40257608253e-08
0.480490497815,0.00348428543369,0.00718785455275,105.595428962,1.98573814568,-1440.07473734,646,-1588.5414166,0.816222444995,-1360.732694,-4.46936497116e-08,0.685990706819,94,-0.00348433012734,-1257.64655546,1.63830775612e-08
0.461772127701,0.00528460471966,0.00979832307106,103.125285511,1.90838015061,-1440.39105561,645,-1588.55560631,0.823850612792,-1360.8176571,4.65873713941e-09,0.646254793543,95,-0.00528460006092,-1255.20373678,-2.83817054303e-08
0.48338725577,0.0054280148284,0.00863413506054,105.376288806,1.9977096681,-1445.71997331,645,-1588.53340501,0.820603322362,-1366.19089739,7.84427436261e-09,0.692001358408,96,-0.00542800698413,-1257.96513287,1.4968270512e-08
0.48233704381,0.00403454496185,0.00802362351509,107.951793144,1.99336942421,-1438.09863619,647,-1588.51357179,0.809279121787,-1359.00837477,3.88522658753e-08,0.68982638492,97,-0.00403450610958,-1257.93679125,4.16323446828e-08
0.476167744401,0.00836243253216,0.00701124283076,104.163999897,1.96787336711,-1445.64710757,644,-1588.54145023,0.824872275048,-1365.95148186,1.17845106023e-09,0.676953450578,98,-0.00836243135371,-1257.65995099,-2.14134461274e-08
0.452970196537,0.00159402076435,0.0067581599636,104.068129891,1.87200413371,-1446.49753513,644,-1588.53340501,0.82769848888,-1366.82016782,-8.14936005988e-09,0.627009586233,99,-0.00159402891371,-1256.91571259,4.98013030814e-09
0.456398467403,0.0060442815378,0.00838197438629,107.766753411,1.88617225621,-1439.37044417,647,-1588.53340501,0.807933826465,-1360.24657753,-1.5505136488e-08,0.634549514192,100,-0.00604429704294,-1257.73483734,-3.26788981431e-08
0.45176666519,0.00481427126253,0.00649456562426,106.613196523,1.86703026198,-1437.86481066,647,-1588.53832091,0.813689792556,-1358.66572832,3.81900001716e-08,0.624349073309,101,-0.00481423307253,-1252.21973286,2.12293499446e-08
0.447944693605,0.00269758930004,0.0063016796238,100.938705932,1.85123508017,-1442.36285236,644,-1588.53340501,0.827537523536,-1362.70011764,7.52658083214e-08,0.615853027242,102,-0.00269751403423,-1256.81382543,3.35176614241e-08
0.443111710525,0.00286420193731,0.00711525242716,104.818417537,1.83126165947,-1439.51693238,646,-1588.53340501,0.813009502394,-1360.19944484,3.10742007956e-07,0.605005160707,103,-0.00286389119531,-1249.82528737,2.18691510456e-08
0.438033077876,0.00554884484601,0.00915489490811,100.998803104,1.81027303508,-1447.83867977,643,-1588.50532007,0.834571737922,-1367.91360534,-2.6205554822e-08,0.593477682012,104,-0.00554887105157,-1251.68335764,-2.09610711011e-08
0.444440481373,0.00322412052334,0.00845621112948,102.44954139,1.83675311241,-1446.456418,644,-1588.53340501,0.830128249814,-1366.6716384,-3.53827725115e-08,0.607999400037,105,-0.00322415590611,-1241.64924419,1.90158874203e-08
0.452539819035,0.002237819799,0.00575852029421,106.93990476,1.87022549911,-1438.23716904,647,-1588.27087512,0.813017884079,-1359.0663027,-2.65007224609e-08,0.626059011358,106,-0.00223784629972,-1256.16570541,4.39838028221e-08
0.453560619932,0.00532284966174,0.00642121609784,99.8915260042,1.87444419499,-1441.81403431,644,-1588.44035259,0.809427233431,-1362.00838957,-3.26656044325e-08,0.62831218614,107,-0.00532288232735,-1257.70346809,-3.64161367727e-10
0.472998130619,0.00336286571355,0.00890028889524,105.986026333,1.95477420485,-1440.63094604,646,-1588.53720895,0.811447092687,-1361.28763265,3.26233778724e-08,0.670274690527,108,-0.00336283309017,-1249.77746229,2.14313968794e-08
0.491598348954,0.00852917462222,0.00650212446498,99.6759314281,2.03164391036,-1446.45950915,643,-1588.380465,0.835154710376,-1366.61609975,-1.72028457152e-08,0.708845273393,109,-0.00852919182506,-1257.35993676,-2.4837257917e-08
0.493955813472,0.00865863290281,0.00857611023929,105.732434528,2.04138667789,-1435.01019842,647,-1588.53340501,0.811615640826,-1355.75708582,1.91440078703e-08,0.713629320997,110,-0.0086586137588,-1253.39697069,2.61962370685e-08
0.490721258035,0.00315314557356,0.00922328000889,106.618912111,2.02801912921,-1441.83109322,646,-1588.064193,0.81005430308,-1362.50975851,3.7668192651e-08,0.707059518236,111,-0.00315310790537,-1254.47987335,2.83035095361e-09
0.466013550959,0.00463158611173,0.0068652114261,102.266951085,1.9259088135,-1443.45714364,644,-1588.53340501,0.826982447984,-1363.78865773,5.26046682754e-08,0.655397967237,112,-0.00463153350707,-1253.76584282,-1.17005594102e-09
0.458927947157,0.00826344876559,0.00979959405247,106.962474588,1.8966259165,-1436.44700341,647,-1588.53340501,0.808511350548,-1357.31416285,-1.71468109011e-08,0.640076474088,113,-0.0082634659124,-1257.79711236,3.38952177437e-08
0.44594462071,0.00406472123019,0.00775605358705,108.08838686,1.84296931621,-1443.66186936,646,-1588.53785948,0.815126340397,-1364.24136441,3.01009434523e-08,0.611378029722,114,-0.00406469112925,-1257.80689525,-3.49050007786e-08
0.432755433788,0.00716420974161,0.00922077903218,110.455872775,1.78846194988,-1437.1252331,648,-1588.54467296,0.804934341298,-1358.16612446,4.80019250995e-09,0.581356004614,115,-0.00716420494141,-1254.96554611,1.83435182599e-08
0.426501365088,0.00336776832218,0.00661792438688,104.620625599,1.76261556408,-1434.8640707,647,-1588.27630825,0.81454865227,-1355.6418134,3.13751736854e-08,0.566798821825,116,-0.00336773694701,-1255.75533227,-2.04624173161e-08
0.413871983258,0.0151603181448,0.00920156037377,102.848512023,1.7104217218,-1443.04256474,644,-1588.32355287,0.823423702131,-1363.36843144,2.71342710265e-08,0.536739961046,117,-0.0151602910106,-1257.58269492,-2.42628063196e-08
