AverageDiscountedReturn,Entropy,ExplainedVariance,NumTrajs,Iteration,LossAfter,Perplexity,MinReturn,MeanKLBefore,MaxReturn,AveragePolicyStd,dLoss,StdReturn,MeanKL,LossBefore,AverageReturn
19.1823756982,1.0442451395,0.439560302085,54,23,-0.0130160916821,2.84125296431,9.3033302525,3.88451278921e-08,53.9563013258,0.687500038317,0.013016092456,11.8159938509,0.00649226839704,7.73957993732e-10,28.7518111181
22.8596378282,1.01290650739,0.473910825585,54,24,-0.0108224460367,2.75359273303,14.095837317,5.06151179858e-08,67.0661545671,0.666288828641,0.0108224547153,12.4418969411,0.00952017132219,8.67861122109e-09,37.1455798154
25.57612557,0.968423620599,0.643289156863,54,25,-0.0105755426943,2.63378933394,20.6266017019,-4.17039320855e-08,63.4205009827,0.637299913363,0.0105755482408,9.32833898996,0.00889350677028,5.54640946817e-09,41.4325079663
23.5265100787,0.939268366235,0.495244107195,54,26,-0.0134238791976,2.55810913448,5.17877005152,-5.16557059951e-08,62.4438032959,0.61898752067,0.0134238417082,12.9533824185,0.00891518936104,-3.74893664403e-08,39.4134137948
27.6135598012,0.965344176429,0.64944217922,54,27,-0.0134998417379,2.625691202,28.5620493593,-2.53860351074e-08,67.6935313662,0.635340402511,0.0134998620594,9.47099385158,0.00899451620935,2.03215461163e-08,43.9324439766
30.8992395637,0.917300895589,0.774934473604,54,28,-0.0140991276736,2.50252668526,31.6341481647,4.88545026656e-09,65.3859343472,0.60553819516,0.0140991580213,8.68346724951,0.00820035515086,3.03476650713e-08,50.8452069431
32.2248495647,0.930148825782,0.76964208071,54,29,-0.0143060018769,2.534886406,26.8995186281,-3.7492360272e-08,72.8963124347,0.613368300233,0.0143059589492,9.6741357402,0.00758078865976,-4.29277224977e-08,52.3816828267
32.5181069791,0.891999141115,0.781334681981,54,30,-0.0127487842641,2.44000268842,26.1729464795,-3.56457563466e-09,71.4788137439,0.590409218345,0.0127487593999,9.98268218649,0.00988693156632,-2.48641152796e-08,53.0783939594
35.6524506326,0.881046370405,0.834377622173,54,31,-0.0114266685855,2.41342372082,30.2722309353,-3.0836753373e-08,73.1377096337,0.583977886297,0.0114266222611,8.1211587217,0.00654435850791,-4.63243907985e-08,57.2442158159
36.5833682253,0.868713454145,0.866200685149,54,32,-0.00911989298706,2.38384195782,39.0447180464,-1.44696025162e-08,74.8943828468,0.576819965673,0.0091199183984,8.31827501151,0.00976228526745,2.54113318164e-08,59.5908074629
36.4645650435,0.851113513845,0.866307818781,54,33,-0.00748314359852,2.34225353211,38.6384537366,-1.09153012184e-08,79.074813617,0.566756784171,0.00748311932,8.98365311131,0.00646042365501,-2.4278519799e-08,59.7124642658
36.0494192222,0.834560827154,0.911905140903,54,34,-0.00939194015152,2.30380205878,42.6267406268,5.44124419966e-08,74.0517590623,0.557452653311,0.00939191345833,6.49809902536,0.0068353244244,-2.66931910343e-08,58.7500595752
38.7715429675,0.822979585069,0.851776370441,54,35,-0.0132631798892,2.27727507363,45.1937249091,1.72098385542e-08,77.3511173792,0.551033899496,0.013263136917,8.85159871687,0.0065330173106,-4.29721966705e-08,62.2592059162
39.2089563909,0.783821896452,0.887778275734,54,36,-0.00576625020306,2.18982557919,50.306381064,-3.41036185958e-08,81.0949261115,0.529873681967,0.00576618161294,6.80704975116,0.00659092256032,-6.859012532e-08,63.0290564891
40.4735809154,0.762454465765,0.924645191495,54,37,-0.00998945050792,2.14353099247,51.6578571512,-5.26543131318e-09,81.0428537542,0.518671747276,0.00998945009424,6.7328678106,0.00659491771427,-4.13680942856e-10,65.6013431502
40.0318163664,0.744606689352,0.931071578807,54,38,-0.016013702714,2.10561311204,44.4448310127,2.3329188803e-08,77.6041858551,0.509496730277,0.016013707738,6.76022142724,0.00727592154804,5.02405587456e-09,65.3493450614
40.8264655977,0.724802032846,0.942141680526,54,39,-0.0132407722601,2.06432239148,53.6227115147,-2.25741002557e-08,77.5801215188,0.499505584708,0.0132407284128,6.17732399373,0.00664676281595,-4.38473449338e-08,66.54278205
41.7462474925,0.695626155275,0.937545985936,54,40,-0.0145033591862,2.00496409983,57.4510431443,1.37797427913e-08,81.4074153128,0.48514261587,0.0145033510262,6.66800605392,0.0064654605071,-8.16009826328e-09,67.9023532124
42.6405822165,0.690479174989,0.959307570779,54,41,-0.0101489495962,1.99467110079,56.8974904999,6.74858668948e-09,80.981988394,0.482652011435,0.0101489545138,5.0721153714,0.00666591749998,4.91757467969e-09,69.47976902
43.8244077675,0.679775909322,0.956849432093,54,42,-0.011282002802,1.97343545419,58.6837302643,1.73041387885e-08,81.6109514329,0.477513606642,0.0112819839933,5.75289599606,0.00702702438836,-1.88086701101e-08,71.3048146061
43.5988366018,0.660863772768,0.962923311153,54,43,-0.0146135867035,1.93646427732,61.6466190306,1.17506118169e-08,80.0434239461,0.468567664188,0.0146137003522,4.80204041555,0.00978330009768,1.13648658602e-07,70.7653403189
43.8105351324,0.629644707578,0.969848876259,54,44,-0.0109782186527,1.87694359695,65.2785924294,-7.08465308641e-09,80.9735480697,0.454165402035,0.0109783043778,3.75802480637,0.00901235814412,8.57251327218e-08,71.4663637477
44.4949690188,0.606443599599,0.965111753514,54,45,-0.0123892554023,1.83389771291,59.1438419521,-2.76930449683e-08,80.9411531575,0.443749558286,0.0123894630663,4.92793053343,0.00693000387072,2.07664089699e-07,72.1456968737
43.9741144515,0.600169674295,0.961979473005,54,46,-0.00966454249403,1.82242799334,59.5581383987,2.988729364e-08,83.1774736162,0.440974221933,0.00966460549336,4.89717433938,0.00672998551569,6.29993259194e-08,71.6495745639
44.5865395664,0.592417017358,0.967155507771,54,47,-0.0091507178335,1.80835396039,63.4383209382,2.12320953041e-08,81.491971214,0.437568717982,0.00915066284946,5.19772021346,0.00688195537125,-5.49840313898e-08,72.5136957285
44.887101639,0.570997730631,0.961119767501,54,48,-0.0113186057657,1.77003218605,61.9650609834,-4.11949319101e-09,82.8327183945,0.428295970481,0.0113185879567,4.51547222049,0.00915392021465,-1.78090611146e-08,72.7301458307
44.2315081094,0.561521664995,0.968949351634,54,49,-0.0122382372038,1.7533384652,61.8021416264,4.06811138109e-08,80.74880496,0.424256578751,0.012238185175,4.65880467306,0.00963224279928,-5.20288258547e-08,72.3155449669
44.5681368005,0.563279763597,0.9732151187,54,50,-0.00793637044646,1.7564237184,62.3920898474,-2.13008604089e-08,80.2912444099,0.425003119703,0.00793628923852,4.68347107536,0.00716131012631,-8.12079326515e-08,72.7228908124
44.2433122033,0.551128045457,0.961598448403,54,51,-0.0117734553821,1.73520930925,61.2181237335,-5.1309783089e-08,79.0099092832,0.419869853751,0.0117734629013,5.0100776042,0.00938919916405,7.51915108415e-09,72.0649228203
45.5039640645,0.546349243063,0.969960673649,54,52,-0.00712067198972,1.72693686877,65.2859711136,7.27801152678e-11,81.67046694,0.417868165334,0.00712057149721,4.01468737744,0.00671487920798,-1.00492516681e-07,73.8622514273
45.2235897557,0.540421263116,0.969847868725,54,53,-0.0133544758278,1.71672990487,63.3383548561,1.73096259548e-08,86.1812254728,0.415398378885,0.0133544096001,5.33438553138,0.00864355354502,-6.62277198948e-08,73.9605106857
44.9791671457,0.530103222269,0.978678121743,54,54,-0.00784381138043,1.69910768532,65.3939273514,4.1590938693e-08,84.5503511754,0.411134317652,0.00784384572946,4.44204605137,0.00681912591536,3.43490301791e-08,73.8804197139
45.6122464942,0.516379729646,0.971656879376,54,55,-0.011412173242,1.6759492642,64.34082583,4.3999089927e-09,83.2428569538,0.405530657716,0.0114123196847,4.538523764,0.00641532717708,1.46442726479e-07,74.2850776121
46.1077801309,0.513507024187,0.978119207345,54,56,-0.0082668222877,1.67114166432,65.2488877009,-3.61422802797e-09,84.077256544,0.404367359289,0.0082668913415,3.99977324972,0.00650285601294,6.90538061294e-08,75.0128865412
46.5778496296,0.508345023531,0.979394793379,54,57,-0.00791242104374,1.66253745652,61.2579304598,7.01126856573e-09,84.2599167276,0.402285392894,0.00791247913809,4.35442910446,0.00696425543077,5.8094349239e-08,75.5950654818
46.8531394537,0.503181413549,0.980651889253,54,58,-0.00939438848526,1.65397488742,67.4521413824,1.89740280154e-08,83.0320506261,0.400213501846,0.0093944598694,3.38146396481,0.00947332696072,7.13841428863e-08,75.7687068325
47.2206580298,0.500773028272,0.983416185698,54,59,-0.00912383461806,1.6499962716,69.9999105074,3.83236874457e-08,81.9051718928,0.399250793292,0.00912391256479,2.62441327809,0.00915941134826,7.79467344176e-08,76.5084311266
46.4541408639,0.497087613481,0.982929434644,54,60,-0.00783399951978,1.64392654254,62.9451516671,-2.68561698435e-08,82.3073095795,0.397782096554,0.00783407787635,3.60224121506,0.0064718181709,7.83565725495e-08,76.0289485006
46.6964564921,0.484325662988,0.976297229314,54,61,-0.00929620869332,1.62308013672,65.2563227021,-8.55472714889e-09,85.0293474103,0.392737876635,0.00929622072992,4.81899202018,0.00650383118335,1.20365970369e-08,76.226809068
46.7772051023,0.477995470899,0.980480575885,54,62,-0.00958721439543,1.61283817866,69.4672954631,1.6552861748e-08,85.243177472,0.390259622623,0.00958733955021,3.48447272881,0.00659411287396,1.25154776587e-07,76.1268191611
47.4600287097,0.470347420114,0.978523810651,54,63,-0.00684725473951,1.60055015995,67.4783913252,-3.87982168615e-09,85.942589877,0.387286281833,0.00684732595785,4.6422531637,0.0078626436259,7.1218336088e-08,77.226928423
47.9972642328,0.467372135061,0.984140577354,54,64,-0.00934504897068,1.59579514426,69.3492617193,-1.31413034898e-08,85.0914137644,0.38613570724,0.00934507222968,3.87703491038,0.00969686008542,2.32589960532e-08,77.8460602537
47.4225021396,0.468340412515,0.984517423291,54,65,-0.0114593365037,1.59734106504,64.8054224085,-8.75218186813e-09,84.1486823147,0.386509774811,0.0114593035937,3.63918841668,0.00953727869327,-3.2909914298e-08,77.2792481574
47.5540957216,0.460976139444,0.983531512597,54,66,-0.00927488669659,1.58562101703,66.0763675375,5.13638983568e-08,85.9832043339,0.383673866304,0.00927475129143,3.82722225782,0.0094344709363,-1.35405159724e-07,77.572684988
47.9031324217,0.456950322527,0.986133044002,54,67,-0.00945799240473,1.57925042913,71.8901962905,8.23376544723e-09,85.9391724047,0.382132370534,0.00945795674897,3.31443815587,0.00872547580768,-3.56557584045e-08,77.9033297396
48.7278169708,0.451118902105,0.987145490839,54,68,-0.00874243962981,1.57006795538,72.0209511247,-3.97737903723e-08,87.0298567071,0.379910480708,0.00874239250206,3.64213950091,0.00650881270818,-4.71277485281e-08,79.0129972614
48.7135160649,0.446047679323,0.987789471518,54,69,-0.0108606079149,1.56212594587,70.1957390049,-7.6544481864e-10,85.4063101701,0.377988746911,0.010860551762,3.12380964396,0.00975443965505,-5.61528864058e-08,78.9993799268
48.1301181459,0.440428630251,0.984541512031,54,70,-0.00924880647634,1.55337289845,69.7763947024,2.31145902418e-09,85.6673022666,0.375870765686,0.00924869963345,3.94498745713,0.00650481792228,-1.0684289628e-07,78.1401545752
47.5788653103,0.436949685949,0.981468526019,54,71,-0.00922138607943,1.54797819004,68.9925703181,-3.9907553151e-08,85.5021504628,0.374565404185,0.00922124102831,3.86307649499,0.00649661535171,-1.45051122736e-07,77.3281868944
48.2083387005,0.432708219427,0.984509306474,54,72,-0.00868049519677,1.5414263968,67.3648404781,-3.82896714335e-10,85.9749896019,0.372980062027,0.00868031790219,4.14962552138,0.00676610360458,-1.77294578437e-07,78.3779573303
48.6129155554,0.428741768736,0.986803548936,54,73,-0.00812039354319,1.53532451441,68.0972068751,-4.18390622148e-09,85.8737836821,0.371503585124,0.00812031182425,3.37983592038,0.00656601757628,-8.17189392165e-08,78.9250290589
49.2927351707,0.422512725729,0.989885721124,54,74,-0.00820008531947,1.52579063628,73.2077911447,-4.15729144443e-08,87.1318598147,0.369196665725,0.00820007465538,3.37419835354,0.0091251346723,-1.06640895588e-08,79.8002004596
48.7190648669,0.417626634973,0.989703728035,54,75,-0.00596105951769,1.5183536684,72.2654571516,-2.84515813131e-08,84.4749103101,0.367397137219,0.00596100211228,2.88687123285,0.00666360889547,-5.74054077036e-08,79.1492372162
48.7312496211,0.408744231599,0.989107218546,54,76,-0.00806793224643,1.50492675855,70.5306189967,1.39183105041e-08,86.5292838222,0.364148218114,0.00806795380659,3.27840260539,0.00983293874751,2.15601519983e-08,79.1210171362
49.7047093599,0.400468365091,0.98817039507,54,77,-0.00793092574713,1.4925235799,72.6731609687,9.7725680881e-09,87.9575643224,0.361147011991,0.00793095585989,3.48842077248,0.00675680488425,3.01127627869e-08,80.1634907132
49.4170710627,0.374114052194,0.988929218627,54,78,-0.0075048338304,1.45370293901,72.5799344997,3.13443559996e-08,87.0949760549,0.351753553388,0.00750500814484,3.62262837021,0.00835196243094,1.74314444697e-07,80.0837454054
48.9550031844,0.371301428217,0.987782321133,54,79,-0.0101577124783,1.4496199639,70.6231663897,-1.97121483581e-08,87.0522360827,0.350765592942,0.0101577049493,3.67129229021,0.00955417442539,-7.52902127755e-09,79.3364395376
49.4082362217,0.359077826875,0.98840270434,54,80,-0.00536311607959,1.43200824596,69.7526960059,-3.84120315555e-08,87.0658283693,0.346504072793,0.00536296413711,3.40623982877,0.00659605832888,-1.51942481767e-07,79.9712683908
49.306729971,0.353578702348,0.990358449708,54,81,-0.0096740251009,1.42415506689,71.2830205071,-1.75958958515e-09,86.8115405854,0.344603833363,0.00967405390248,3.27487835058,0.00999190670423,2.88015777195e-08,80.1553336288
49.9675882235,0.340683833498,0.992907188206,54,82,-0.00731181683585,1.40590866936,74.4810148561,-3.15048209742e-10,87.4555682333,0.340188739333,0.00731178951217,3.05696464519,0.00989280450103,-2.73236817481e-08,81.0071519484
49.3960707748,0.335110560793,0.991398460511,54,83,-0.0082435622354,1.39809495116,74.6500068327,2.2332920846e-08,86.6139805744,0.33829804828,0.00824375242207,3.00175333381,0.00955870414483,1.90186669551e-07,80.1751966124
49.1492343612,0.328316704172,0.990976558342,54,84,-0.00769541712238,1.38862868715,72.4115404979,-3.76095503629e-08,87.1089271663,0.336007489519,0.0076955729434,3.06610207608,0.00972239184347,1.55821021031e-07,80.0473365292
49.6508478118,0.324535743135,0.990581631706,54,85,-0.00721562658235,1.38338824938,72.6564993395,-3.58188709804e-08,86.788206591,0.334739456994,0.00721558214939,2.9446785731,0.00674244427692,-4.44329618573e-08,80.5592511467
50.1704438378,0.319948212045,0.989269709839,54,86,-0.00730190277841,1.37705644755,71.6961953005,-2.99288283045e-08,88.6986151074,0.333207346318,0.00730185327205,3.58510661348,0.00690075982301,-4.95063551803e-08,81.1170204018
50.351097489,0.307571069139,0.99020618663,54,87,-0.00709289085127,1.36011746744,73.6860778631,-5.21008176602e-08,88.1523831766,0.329108609029,0.00709284204029,3.22141341278,0.00644348263825,-4.88109834756e-08,81.4190403218
49.5684921452,0.303734914201,0.987930339935,54,88,-0.0086024695,1.35490984112,66.461702592,1.95593399255e-08,86.8992160559,0.327848515915,0.0086024969363,3.56001075113,0.00697459766616,2.74363008844e-08,80.477424926
49.3168626253,0.296150580782,0.989731471584,54,89,-0.00972236931178,1.34467262344,68.0591894952,2.40736151014e-08,87.3843643584,0.325371408935,0.00972237310738,3.46032285184,0.00990221982728,3.79560387236e-09,80.1534939649
49.7910059695,0.287813440698,0.992693821513,54,90,-0.00599726994462,1.3335085025,73.1866216681,-1.00858033036e-09,88.1518029776,0.322670018503,0.0059972824592,3.22530872038,0.0064270311366,1.25145820957e-08,80.9554191957
49.8114883238,0.285416261095,0.991378347222,54,91,-0.0105248443303,1.33031567154,70.8230352731,-6.46846132213e-10,87.413174704,0.321897446882,0.0105248083536,3.48766194257,0.00994192769222,-3.59766105184e-08,80.9767912808
50.1569809859,0.284134284395,0.993673769883,54,92,-0.00765097104605,1.32861133054,74.3234637132,5.48008682877e-09,88.0314998126,0.321485046256,0.00765099240986,2.97589827185,0.00667284958065,2.13638091183e-08,81.4644197616
50.0677327578,0.279632703203,0.992404148112,54,93,-0.00871621244134,1.32264392023,75.189889464,4.74598276234e-08,87.2221850519,0.32004110766,0.00871638290834,2.67648451569,0.00956066661384,1.70467004153e-07,81.2690655917
50.567548229,0.273755804437,0.99232468882,54,94,-0.00873746640862,1.31489367183,73.8628652418,3.19759179135e-08,88.7699768049,0.318165774439,0.0087375921351,3.22213465166,0.009892225119,1.25726475143e-07,81.8610119878
50.3817999769,0.26853860988,0.992599849433,54,95,-0.00491380497756,1.30805147977,75.4124969929,2.33581973763e-08,87.6395258445,0.316510164267,0.00491393586103,3.11413358202,0.00974208669546,1.3088346544e-07,81.6574473584
50.5493639266,0.261729852098,0.992969045256,54,96,-0.00681026030593,1.29917552548,74.3071558931,-2.32828387681e-08,87.758601832,0.314362443177,0.00681022128873,2.83929148174,0.00974706604388,-3.90171993939e-08,81.8493315548
50.6580521073,0.253817812341,0.992424206382,54,97,-0.00627134087018,1.28893695447,76.2170778518,-2.13082189671e-08,88.2951749738,0.311885008732,0.00627139875551,3.02317007307,0.00999835339583,5.78853218152e-08,81.9134845295
51.0407295657,0.24960972442,0.993759233603,54,98,-0.00643981312235,1.2835243907,76.2079626684,4.25616863975e-08,88.0558750817,0.310575326755,0.00643982386349,2.80861440621,0.00670303888816,1.0741145554e-08,82.4861949301
50.1507529792,0.24506081714,0.993484886099,54,99,-0.00832809618525,1.27769901684,75.3077690003,-2.0750101859e-08,86.9417813088,0.309165756823,0.00832807025082,2.77435910224,0.00964440018842,-2.59344336916e-08,81.4390486587
49.2218157968,0.241921798128,0.993488202986,54,100,-0.00868163143136,1.27369458362,74.3699361038,4.30680457963e-08,87.0166732348,0.308196801215,0.00868162857778,2.62371836334,0.0065781633002,-2.85357525773e-09,80.4795588463
50.2503315917,0.238381997484,0.993615509719,54,101,-0.00872173533332,1.26919392912,74.9764797936,4.9426689408e-09,87.674484401,0.307107774585,0.00872185388529,3.4160780135,0.00653246169791,1.18551964882e-07,81.6356541745
49.8900117923,0.23239745273,0.9929374777,54,102,-0.00586346815317,1.26162106393,74.5697989364,-4.23865735844e-08,87.9081413335,0.305275362908,0.00586345695252,3.10963768339,0.00715239127082,-1.12006478164e-08,81.1257343804
50.3263776854,0.228928462404,0.993415605475,54,103,-0.00769732145825,1.257252095,74.7008791736,-1.75164016625e-09,87.8442186594,0.30421820033,0.00769725781443,2.92673406228,0.00918236608153,-6.36438124594e-08,81.7411378745
50.2928946307,0.223365799326,0.993412433238,54,104,-0.00546980202862,1.25027784089,75.497805502,5.23261953767e-08,88.3988043681,0.30253063501,0.00546971993028,3.02935483243,0.00678602214826,-8.2098339332e-08,81.7019241002
50.5405782105,0.220317140955,0.992840376708,54,105,-0.00474276457604,1.24647197522,75.1165166482,-2.63360566688e-08,88.198623715,0.301609726937,0.00474261307514,3.06454738718,0.00965750627424,-1.51500903234e-07,81.9115787211
50.1922267131,0.217217937845,0.993254788034,54,106,-0.00771785336913,1.24261488544,74.374419195,4.95686434121e-08,87.9136073792,0.300676424128,0.00771785728666,2.79068982406,0.00651599812597,3.91753266338e-09,81.4621025669
50.2188655046,0.211089388269,0.992745265691,54,107,-0.00944492754733,1.23502274667,73.7852171479,2.72487070685e-08,88.2455620773,0.29883934881,0.0094448904525,3.13786333717,0.00943982593826,-3.70948258457e-08,81.6080369183
49.8901699085,0.208341018098,0.993590190402,54,108,-0.0105100841313,1.23163310712,75.3550393263,-6.1612087654e-08,88.8863243688,0.298019155272,0.0105100541298,3.22689030689,0.00995844904193,-3.00015009198e-08,81.3257268581
49.5482020925,0.206070081133,0.992294052384,54,109,-0.0103447334193,1.22883931943,73.5289582966,-1.50682422095e-08,88.0748528957,0.29734314044,0.0103446491236,3.23366225997,0.00898292902571,-8.42956690146e-08,80.8956714543
50.146478501,0.200779453653,0.994248384429,54,110,-0.00671653163711,1.22235515613,76.288330547,1.06114916854e-09,88.7555773851,0.295774162748,0.00671666245522,2.98748043415,0.00883630030949,1.30818110789e-07,81.6277667527
50.9574119715,0.197188154596,0.993947895418,54,111,-0.007417033094,1.2179731864,77.46073978,-1.44235137167e-08,89.002657905,0.294713854358,0.00741700934845,2.85681933412,0.0083765568259,-2.37455410672e-08,82.4440120928
50.1827122576,0.194526449579,0.993319539983,54,112,-0.00869884465833,1.21473561171,75.6100077954,5.2717639587e-08,88.7558642968,0.293930456064,0.008698806695,2.93904927911,0.00707769518112,-3.79633256944e-08,81.615408324
49.4173439437,0.192093149561,0.994099618273,54,113,-0.00901704929792,1.2117833888,75.6866129435,1.51704927898e-09,87.5628602963,0.293216104548,0.00901725884119,2.53770119158,0.00952456792849,2.09543264179e-07,80.8052806788
50.2023596102,0.191095606226,0.993755182434,54,114,-0.00768476181633,1.21057518507,74.5474863152,-2.99932798598e-08,88.3007666606,0.292923754617,0.0076848505691,3.09696427523,0.00657220401702,8.87527728503e-08,81.5946184045
50.7944940223,0.18906284942,0.994376887074,54,115,-0.00873089285366,1.20811687954,74.6125477167,2.59560610782e-08,88.1418901154,0.292328916647,0.00873080168093,3.11003252528,0.00648256743117,-9.11727315768e-08,82.3631625509
50.6948531547,0.188442484277,0.993108297946,54,116,-0.00688226100438,1.20736763837,75.0459903527,2.78052275529e-08,88.5643945078,0.292147622217,0.0068821873028,3.40684353263,0.00655862773721,-7.37015854688e-08,82.1972072818
50.6467606686,0.186702624696,0.993767683125,54,117,-0.0111063036954,1.20526881457,76.0737641367,1.39767055707e-08,88.5680782544,0.291639768302,0.011106536764,3.08750997722,0.00954989963959,2.33068623293e-07,82.158709131
50.6375944041,0.184057847398,0.993408318602,54,118,-0.00816867615436,1.2020853586,76.2106177659,4.31928437461e-08,88.6844836849,0.290869465153,0.00816870130938,3.10072177483,0.00971115069873,2.51550177179e-08,82.2162398032
50.7228381341,0.182491198915,0.994446592648,54,119,-0.00623787440127,1.20020358781,76.4523904416,-2.46506994817e-08,88.7674401764,0.290414131714,0.00623775708696,2.94186362287,0.00680590285099,-1.17314312157e-07,82.1295558852
50.6002815345,0.18262626304,0.993372662035,54,120,-0.00926559262778,1.20036570321,72.991707935,-3.60111747089e-08,87.8597083165,0.290453358893,0.00926559096522,3.2203540862,0.00971994198351,-1.66255351766e-09,82.0661588896
50.6340887364,0.179849521059,0.993710729042,54,121,-0.00892737336787,1.19703722067,77.4447763457,7.52532525183e-09,86.8892805929,0.289647963563,0.00892751033586,2.38408728003,0.00947070142298,1.3696799308e-07,82.0125821142
