NumTrajs,LossBefore,ExplainedVariance,MeanKL,Entropy,Iteration,MeanKLBefore,MaxReturn,AveragePolicyStd,dLoss,AverageDiscountedReturn,LossAfter,AverageReturn,Perplexity,StdReturn,MinReturn
639,7.1268112219e-10,0.835857165851,0.00654817557439,1.0698513247,28,1.13997651319e-08,-1250.70940333,0.705331616669,0.00622309284628,-1374.29172727,-0.0062230921336,-1454.72333405,2.91494608726,102.06776624,-1677.90992364
638,4.14044902604e-09,0.84711278246,0.00726502826126,1.05512292756,29,4.36035796358e-08,-1247.00306843,0.695019340574,0.00260203673272,-1369.83234828,-0.00260203259227,-1450.53240485,2.87232822051,95.5104403234,-1678.05974961
644,9.2115246739e-09,0.808021726236,0.00700346874841,1.09089930429,30,-1.23085021064e-08,-1232.92749246,0.720334761199,0.00392428241298,-1353.08566457,-0.00392427320146,-1432.6134168,2.97695005307,104.863179414,-1697.76650878
644,-6.82560673159e-09,0.812419307106,0.00922335801262,1.08974342121,31,2.22525484705e-08,-1241.66856873,0.719502619463,0.00273182212485,-1348.37387212,-0.00273182895046,-1427.98258891,2.97351103483,101.591528142,-1669.72524129
644,-7.51051544164e-09,0.807724296141,0.00787834140852,1.09111677183,32,-1.84285444682e-08,-1243.39883972,0.720491427667,0.00302161371014,-1352.05375953,-0.00302162122065,-1431.56694145,2.97759751349,104.682606346,-1664.30978115
641,-5.87324488442e-11,0.821951067731,0.00924825039776,1.09565164222,33,1.88163683523e-08,-1247.67113372,0.723766182588,0.00257312110943,-1360.16380639,-0.00257312116816,-1440.16786972,2.99113119583,100.492141327,-1667.31511036
642,-3.44651689383e-10,0.826530578078,0.00852203424759,1.06159912123,34,-7.9658901142e-09,-1239.70821292,0.699535026872,0.00174459971936,-1361.69846224,-0.00174460006401,-1441.57866841,2.89099033886,101.378276544,-1611.30170228
642,6.96531242457e-09,0.824894460112,0.00477957712027,1.07263110651,35,-4.00796371092e-08,-1240.59492347,0.707295012314,0.00254867679959,-1359.6458123,-0.00254866983428,-1439.5030305,2.92306027401,101.506936988,-1700.65814188
639,-2.22522858226e-09,0.845624276486,0.00699149213055,1.07405908479,36,-1.13472107821e-08,-1246.13100491,0.708305735701,0.00276303235171,-1372.36701633,-0.00276303457694,-1452.82929815,2.92723732224,96.7816414357,-1646.09836546
645,-2.27445896021e-10,0.804685940408,0.0091439555225,1.08203636183,37,4.05216338262e-09,-1232.54910343,0.71397868404,0.0073846064951,-1357.47001298,-0.00738460672254,-1436.91417308,2.95068209371,107.336075429,-1643.077786
646,-2.12251517187e-09,0.802395809879,0.00621320883076,1.0188160695,38,4.67264316129e-09,-1252.80770105,0.670237961187,0.00196396904748,-1356.37483491,-0.00196397117,-1435.6492301,2.76991343692,110.335193198,-1656.23640984
646,-8.34580255003e-09,0.812460891436,0.0096476233949,1.0159389235,39,5.16636444736e-09,-1236.00283772,0.66831236016,0.00356482673304,-1355.45061295,-0.00356483507885,-1434.75856994,2.76195544518,106.179430906,-1588.43901659
644,-8.64927938213e-09,0.81682516117,0.00874185944575,1.02631835713,40,-4.60358685617e-08,-1236.84261206,0.675285188351,0.00119304005472,-1363.94516702,-0.001193048704,-1443.53495843,2.79077227087,107.660476533,-1651.6631612
647,1.34573868088e-08,0.791954423105,0.00898199568352,1.01715137138,41,5.43196195801e-08,-1235.17573723,0.669123145483,0.00208134686794,-1351.13001157,-0.00208133341056,-1430.23876794,2.76530620311,109.974509374,-1664.62721162
642,-1.33766298743e-08,0.825545244658,0.00687020745321,0.995556221145,42,3.16023404667e-08,-1246.67516243,0.654828236518,0.00224233860804,-1364.08388716,-0.00224235198467,-1444.13588606,2.70622918462,103.055363201,-1637.62884746
644,9.2624167294e-09,0.815319689587,0.00898644705113,0.990045473713,43,1.63025104527e-09,-1241.8369021,0.651229568278,0.00564354886776,-1359.89828573,-0.00564353960535,-1439.4669428,2.69135685555,106.305409908,-1677.69387841
649,-2.40293073289e-09,0.792878152537,0.0097676942786,0.990869209903,44,1.6790015156e-08,-1238.55925655,0.651766230646,0.00269624259835,-1348.58240479,-0.00269624500128,-1427.26764479,2.69357473695,109.783305487,-1627.77776666
645,-5.26961605478e-09,0.818588365804,0.00650165842078,0.987512335914,45,3.61021613715e-08,-1253.15998107,0.649582001681,0.00388648522292,-1361.3216878,-0.00388649049254,-1440.91071288,2.68454790542,103.373333707,-1704.53421036
645,3.35422501359e-09,0.820059723907,0.00984486893312,0.946939662832,46,-6.56886084416e-09,-1255.17381513,0.623754217527,0.00245972451207,-1365.0447041,-0.00245972115784,-1444.6345644,2.57780861204,105.950147179,-1691.72313161
649,1.51341040154e-09,0.798288890795,0.00873499798963,0.901275948423,47,-1.01136943265e-08,-1241.19934312,0.595911814697,0.0092352722574,-1353.43726683,-0.00923527074399,-1432.2007878,2.46274344089,109.075102511,-1588.5965034
645,1.30393889659e-09,0.820365622158,0.00989380987272,0.91373433246,48,5.6543110194e-09,-1237.40508249,0.603382351721,0.00455608449845,-1363.59373325,-0.00455608319451,-1443.05751805,2.49361716348,104.401330406,-1588.5965034
643,1.72164276596e-08,0.827193335173,0.00947859199256,0.89205105676,49,-2.60635022453e-08,-1234.25536616,0.590439870616,0.00377057234198,-1365.84107036,-0.00377055512555,-1445.65053427,2.44012936602,103.045466377,-1588.5965034
649,-1.50628277421e-08,0.794021919376,0.00816932082925,0.917747513193,50,-3.32050980045e-08,-1240.87301207,0.605808699579,0.00585704807042,-1350.12950398,-0.00585706313325,-1428.92985351,2.50364460735,108.97656787,-1588.5951088
643,-3.52327403536e-08,0.826382653093,0.00869134415901,0.920594558853,51,-5.59719972038e-08,-1258.01383954,0.607535922182,0.000990247612432,-1363.04039518,-0.000990282845172,-1442.87349468,2.51078275436,102.678885977,-1678.49147762
644,-1.24731052937e-08,0.824140553547,0.00661317846815,0.919673845905,52,-1.72641931306e-08,-1251.84512864,0.606976813421,0.002448411234,-1361.67755575,-0.0024484237071,-1441.35917236,2.50847210805,102.102275997,-1588.5965034
647,-3.61944922019e-08,0.813186321739,0.00225433052717,0.918403343099,53,-4.07026585769e-08,-1247.79919034,0.606206137353,0.000480265940648,-1357.80561713,-0.000480302135141,-1437.00256373,2.5052871109,106.864945951,-1588.59287151
646,-1.0854315634e-08,0.811255696033,0.00773259338514,0.924304918188,54,-5.48459473393e-08,-1257.87040311,0.609794285842,0.00283540170691,-1361.76335071,-0.00283541256122,-1441.20975404,2.52011596466,108.283414979,-1653.12177742
647,1.89621587483e-08,0.811256536583,0.00801704835868,0.925091908115,55,1.32368245254e-08,-1247.75667782,0.610274376691,0.00611560408422,-1359.00270947,-0.00611558512206,-1438.21669809,2.52210005117,106.498859587,-1588.5965034
648,-5.40291678152e-08,0.80299183169,0.00633773371518,0.939062223571,56,3.9470756219e-08,-1254.67791698,0.618859934084,0.0017049920806,-1355.99462655,-0.00170504610977,-1434.87631903,2.5575818534,108.517079494,-1588.5965034
644,-1.11771883298e-07,0.817811354578,0.00515859874544,0.946684256929,57,2.96503860353e-08,-1253.35590619,0.623594927361,0.00430474106169,-1371.64415879,-0.00430485283357,-1451.43452896,2.57715030858,104.881011513,-1588.5965034
648,-3.8514602934e-08,0.798249011331,0.00954002733634,0.940306500333,58,-1.66483687947e-09,-1232.85854877,0.619630446385,0.00223861517962,-1351.91666854,-0.00223865369422,-1430.86323054,2.56076617375,105.637109271,-1588.5898415
648,2.14251135023e-08,0.803507447169,0.00995161014162,0.949466244119,59,-6.36504093876e-09,-1252.57760108,0.625332175842,0.00639906760992,-1352.30634397,-0.00639904618481,-1431.26539581,2.58432988984,108.772718613,-1588.5965034
648,-8.49059473573e-08,0.803401738222,0.00683591525399,0.886970535654,60,2.53601835087e-08,-1252.11762941,0.58744773563,0.00397725599386,-1354.97404154,-0.00397734089981,-1433.9120442,2.42776367595,107.527209114,-1588.59440856
650,-1.15907266635e-08,0.794818282319,0.00733435825988,0.892657474416,61,-2.66978344987e-08,-1247.38241092,0.590798032366,0.00507922536697,-1353.06970441,-0.00507923695769,-1431.81290392,2.44160955231,110.428225411,-1588.5965034
647,-4.92646910507e-08,0.811631209925,0.00920207053842,0.889976934332,62,-4.75644665876e-08,-1249.46395726,0.589216495192,0.00538112805416,-1362.4065535,-0.00538117731885,-1441.66375165,2.43507348404,106.575244314,-1588.5952894
646,6.69558561576e-08,0.812011718434,0.00789726577314,0.885334030527,63,1.42015669224e-08,-1233.32066882,0.586487160606,0.00466511800854,-1358.48908498,-0.00466505105269,-1437.82840071,2.42379387743,106.139455964,-1588.5965034
645,1.73346047388e-08,0.821369615603,0.00687594766062,0.87129415645,64,1.69433064245e-08,-1254.0026791,0.578310488759,0.00588868739971,-1364.90149914,-0.00588867006511,-1444.4964554,2.39000188931,104.010356104,-1588.5916913
647,1.06449925603e-08,0.806553828526,0.00735234895269,0.87679858579,65,4.12415998019e-08,-1237.56507041,0.581502535118,0.00533125931284,-1356.07712192,-0.00533124866785,-1435.1868539,2.40319375938,107.442518777,-1588.5965034
650,6.44729867524e-09,0.790354532915,0.000453408751188,0.888094202417,66,-2.53128197292e-08,-1246.07287367,0.588108202128,0.000131350546676,-1347.28362478,-0.000131344099378,-1425.91340982,2.43049320655,110.837148293,-1588.5965034
643,5.91420642211e-09,0.82292266831,0.000604671157406,0.88284172191,67,-1.05333445299e-08,-1239.66407576,0.585027273602,0.000820532595699,-1363.69534369,-0.000820526681493,-1443.33179881,2.41776055663,103.557548701,-1588.5965034
650,6.44785574877e-08,0.791401355264,0.00930827166407,0.882060960668,68,2.86553881734e-08,-1238.05819152,0.584570685248,0.00272634080108,-1349.07485525,-0.00272627632252,-1427.65731356,2.41587359963,111.406913538,-1588.58796884
645,-1.30299515487e-08,0.817661741712,0.00975293841949,0.845647708315,69,1.95555684979e-08,-1250.48823948,0.56366745234,0.00437492258174,-1355.29002192,-0.00437493561169,-1434.73014472,2.32948615359,102.222489266,-1588.57147208
645,4.15809613582e-08,0.81492128223,0.00616674171261,0.852429703611,70,-3.40228988316e-08,-1247.7850206,0.567503234778,0.00389476201406,-1364.36267101,-0.0038947204331,-1443.84129652,2.34533841193,105.956644119,-1588.58842972
649,6.05569945248e-08,0.795411450848,0.00560019013585,0.860548213857,71,-4.43264294159e-08,-1251.68038572,0.572129268447,0.00285625889395,-1350.09992329,-0.00285619833695,-1428.86176103,2.36445656632,108.663819297,-1588.5965034
647,2.03252193558e-08,0.812455970694,0.00781117698977,0.865273252863,72,-1.2683495032e-08,-1248.93696796,0.574838998304,0.00360941210885,-1356.88322037,-0.00360939178364,-1436.15971417,2.37565515186,106.543564397,-1588.5965034
645,-6.68498489444e-08,0.819631041131,0.00579577272581,0.837536231416,73,-4.11799693234e-08,-1255.28016142,0.559113770334,0.00346940465087,-1357.53801676,-0.00346947150072,-1437.02142425,2.31066700918,100.216286577,-1588.58791367
648,4.33274880194e-08,0.799151806267,0.00696764272009,0.836272076505,74,5.10541001697e-08,-1248.60341883,0.558407410483,0.00543222333292,-1356.95969881,-0.00543218000543,-1435.89737028,2.30774781368,110.915724097,-1588.5965034
645,3.50013853997e-08,0.815741320567,0.00473552856375,0.858900264639,75,-1.25602382939e-08,-1238.45608802,0.571187204915,0.00156920016614,-1358.44023638,-0.00156916516475,-1437.93842058,2.36056327083,103.927119798,-1670.43581309
648,2.65436134548e-08,0.805981410338,0.00788524121978,0.867964760202,76,-2.62528956352e-08,-1251.63631292,0.576388265684,0.000610467657829,-1352.28960562,-0.000610441114215,-1431.34814328,2.38205785774,105.590554812,-1588.5965034
646,4.68679182372e-08,0.809309574611,0.0072521717127,0.875693813699,77,-2.89482817717e-08,-1243.48745735,0.580860462084,0.00442943584184,-1363.07289954,-0.00442938897392,-1442.3191038,2.40054024402,108.385125322,-1588.5965034
647,-3.61055284688e-08,0.808439457526,0.00267396178372,0.917648748296,78,1.80984115472e-08,-1243.26279524,0.6057488699,0.000782534334005,-1360.31239917,-0.000782570439533,-1439.49120145,2.50339734736,108.764280332,-1588.5965034
643,-1.65963585432e-08,0.828578760214,0.00643896745899,0.918103770155,79,-1.13777091082e-08,-1252.9991437,0.606024561595,0.00148492032726,-1368.14915127,-0.00148493692362,-1447.93431459,2.50453670707,101.280522096,-1588.5965034
646,-3.23391409685e-08,0.815600389713,0.0049891442285,0.911681012052,80,-5.36290961639e-08,-1233.53343878,0.602144685522,0.000511038963845,-1361.32524637,-0.000511071302986,-1440.71284466,2.48850222157,106.817048498,-1588.5965034
647,-2.93957693238e-08,0.810508935663,5.10089312449e-05,0.92358298673,81,-4.11117726529e-08,-1237.42067984,0.609354215034,5.22173398652e-05,-1356.67727884,-5.22467356345e-05,-1435.94220246,2.51829727024,106.419278012,-1588.5965034
642,-1.9525422095e-08,0.837634305229,0.00869207078834,0.923713550705,82,-3.57033941301e-08,-1247.78642848,0.609433779936,0.00473508950719,-1372.06687859,-0.00473510903261,-1452.10077661,2.5186260906,100.11451122,-1588.5965034
645,2.00205359483e-08,0.824067727775,0.00218741396036,0.920423135894,83,-3.99415245322e-08,-1250.88377365,0.607431785503,0.00179566683064,-1360.51715724,-0.0017956468101,-1440.16468496,2.51035238544,103.57683771,-1588.5965034
648,-4.14586878874e-08,0.8042948116,0.00811529251236,0.952925638097,84,-4.93256578915e-08,-1254.03344626,0.627499192326,0.00337980129969,-1359.21440792,-0.00337984275837,-1438.18094734,2.59328558681,109.690386225,-1588.58300561
649,-2.52429683496e-08,0.796883260609,0.00725619791072,0.935599044698,85,2.42577989917e-08,-1252.33632022,0.616720418337,0.00235096010426,-1356.86091524,-0.00235098534722,-1435.77105916,2.54873980959,114.433723879,-1588.59616192
647,4.09263879068e-08,0.808035083434,0.00812655278252,0.921425000566,86,-5.7041513124e-08,-1237.44892424,0.608040654901,0.00253308124936,-1355.47954635,-0.00253304032297,-1434.55839347,2.51286867909,106.610402777,-1588.58832241
646,-1.49053687125e-08,0.810249050812,0.00925179716517,0.998204336303,87,-5.20028065054e-09,-1251.30290019,0.656564595122,0.00566348437943,-1364.79676299,-0.0056634992848,-1444.01808473,2.71340508827,108.936479264,-1588.5965034
647,4.38215571131e-08,0.813433616826,0.00784162168958,1.0223013915,88,1.89190803024e-08,-1242.38587462,0.672578031878,0.00212916102784,-1354.19674601,-0.00212911720628,-1433.38936111,2.77958432044,104.425242098,-1588.5965034
645,-8.1227569641e-09,0.821972459116,0.00409584676064,1.02092020287,89,-3.05305733472e-08,-1240.44025745,0.671649715984,0.00232010623255,-1357.34137688,-0.00232011435531,-1436.80209772,2.77574784024,101.528738422,-1588.5965034
648,-1.42049174858e-08,0.80631330276,0.00863635808544,1.01202939524,90,-5.21633330974e-09,-1242.56993561,0.665704674836,0.00379195613055,-1357.93087402,-0.00379197033547,-1436.99363583,2.75117858228,109.259460383,-1588.5965034
642,-7.12078736262e-10,0.832850622606,0.00654429477392,1.07162575497,91,-8.74846439736e-09,-1249.53613115,0.706584289505,0.00401089369087,-1368.64850985,-0.00401089440295,-1448.6404069,2.92012304757,101.492273217,-1588.5965034
642,-4.10274275689e-09,0.830838949655,0.00650152232774,1.08272714986,92,2.76469558358e-09,-1245.34225052,0.71447206236,0.00220850632504,-1370.34888497,-0.00220851042778,-1450.30689652,2.95272109376,102.940315703,-1629.30899959
649,-9.1356010885e-10,0.793029666914,0.00659361879111,1.03487037196,93,-2.79105448198e-08,-1234.0944641,0.681085001993,0.00459349995264,-1349.04803904,-0.0045935008662,-1427.86859133,2.81474134256,107.593763062,-1588.5965034
647,-6.85127218619e-09,0.803167430632,0.00751864207971,1.05365546121,94,1.92590012826e-08,-1233.93783716,0.694000171058,0.00218169885903,-1354.39565045,-0.0021817057103,-1433.59779992,2.8681162667,108.656624762,-1655.74669069
646,-5.12756665273e-09,0.814092512933,0.0097672318624,1.03828658237,95,-1.4861720854e-08,-1243.67792859,0.683415710497,0.000775941230079,-1359.60927386,-0.000775946357646,-1439.00675851,2.82437353467,104.282133316,-1588.5965034
646,-1.22234598441e-08,0.818034420901,0.00116902646375,1.04212559833,96,-1.36871957102e-08,-1252.35843738,0.686044396874,0.00227281097172,-1362.9594799,-0.00227282319518,-1442.32032277,2.83523718928,106.326980641,-1588.5965034
648,1.27627693826e-08,0.798656511251,0.00957959747456,1.03573094382,97,8.06674188558e-09,-1244.98466561,0.681671376853,0.00408844855771,-1349.94954512,-0.00408843579494,-1428.86423733,2.81716467233,106.68119883,-1660.42697155
644,1.27926728944e-08,0.819027473189,0.00721077040245,1.05556039585,98,2.37493287814e-08,-1237.55387082,0.695323456012,0.00413051041302,-1357.47812598,-0.00413049762035,-1437.08177889,2.87358504792,102.46528574,-1644.496983
646,1.37129937285e-08,0.804191211568,0.00905609953263,1.03351904525,99,-4.94248412197e-08,-1235.78927449,0.680165255221,0.00283723667347,-1356.6636491,-0.00283722296047,-1435.9451934,2.81094027624,106.853054198,-1635.10631392
646,-9.71997649853e-09,0.808570084235,0.00797997885426,1.02759324087,100,-1.91917883807e-08,-1238.8358693,0.676146647476,0.00310452466904,-1351.5585076,-0.00310453438902,-1430.77397541,2.79433245001,105.089046849,-1588.5965034
641,9.05887045929e-09,0.833306251955,0.00769129400686,1.03003279938,101,-7.2991164779e-09,-1234.78077338,0.677798160443,0.00242382371679,-1368.61458468,-0.00242381465792,-1448.67693197,2.80115770943,100.848113059,-1704.88180534
646,1.36207560832e-09,0.810962315859,0.00797691366855,1.00799335613,102,3.67474407015e-08,-1238.46926712,0.663023279478,0.00292350532286,-1355.64186847,-0.00292350396078,-1434.8595978,2.74009709561,104.305857535,-1656.40900235
644,9.38940587058e-09,0.81625818958,0.00748894785651,1.00108756198,103,2.74114036469e-08,-1238.61924767,0.658460350655,0.00439306574132,-1358.07865696,-0.00439305635191,-1437.80870835,2.7212397366,103.628046488,-1667.70371078
641,-3.59563721059e-09,0.825245387479,0.0078503771103,0.983158246416,104,-1.18851342656e-08,-1247.59860939,0.646759812001,0.0035441344154,-1365.32198724,-0.00354413801104,-1445.42079583,2.67288455364,103.066650732,-1649.69994848
646,1.49730632258e-10,0.805443685755,0.00714193053021,0.953833655256,105,1.03779423943e-09,-1240.16246816,0.628069231123,0.00450928297177,-1354.45943343,-0.00450928282204,-1433.64231717,2.59564140402,106.002610543,-1632.63729503
643,-9.02923483776e-09,0.818284705045,0.00752258083003,0.924510971445,106,2.57461120201e-08,-1244.75267372,0.609919948887,0.00259521194609,-1364.59260528,-0.00259522097532,-1444.38106012,2.52063529627,105.599206376,-1705.06856522
644,4.24673225869e-10,0.822047897307,0.0086400285491,0.960629627842,107,1.71487662404e-08,-1235.54664609,0.632352109076,0.00182940263069,-1361.04957114,-0.00182940220602,-1440.75740566,2.61334138802,102.378943563,-1588.5965034
645,4.50816176964e-09,0.820169008947,0.00879912866952,0.968074635404,108,5.89313590704e-08,-1240.6775015,0.637077543933,0.0013293270793,-1360.01886762,-0.00132932257114,-1439.57667233,2.63287034082,104.823301277,-1588.5965034
648,-6.71133376523e-09,0.805714952317,0.00502729453716,0.95334927811,109,-1.92285785072e-08,-1244.42664374,0.627765082408,0.00403090156272,-1353.65526463,-0.00403090827405,-1432.64920464,2.59438443909,106.547675232,-1588.5965034
643,4.64889849428e-09,0.826860968857,0.00657282871352,0.974002764362,110,8.40831632098e-09,-1244.35910714,0.640865438239,0.00402254088378,-1364.91740159,-0.00402253623489,-1444.695115,2.64852469038,102.119907529,-1588.5965034
645,-2.3355303884e-09,0.813318633167,0.00846188163684,0.921859846252,111,-4.3721034404e-08,-1246.03996774,0.608305116252,0.00339757360121,-1355.27124886,-0.00339757593674,-1434.66436565,2.51396162681,103.693332839,-1588.5965034
648,2.15559147797e-09,0.797370553715,0.00789692255672,0.872792021173,112,3.38454322346e-08,-1235.60992911,0.579177368711,0.00230334575493,-1354.77765746,-0.00230334359934,-1433.71717012,2.39358447127,109.975182298,-1669.39184546
648,6.10748089513e-09,0.800627771531,0.00640879155615,0.845020667451,113,3.45929919154e-08,-1252.12667481,0.563314120603,0.00568915566336,-1357.95269889,-0.00568914955588,-1436.88739501,2.32802592844,109.858046927,-1588.5965034
648,5.0837161653e-09,0.805868236843,0.00690112175749,0.804354862112,114,-1.47888215007e-08,-1246.63619455,0.540866026603,0.00399702551053,-1353.20001834,-0.00399702042681,-1432.2079492,2.23525398652,104.3260371,-1588.5965034
646,-9.51230062985e-09,0.815420753382,0.00935078783594,0.737396494287,115,-5.55725188089e-09,-1255.2739635,0.505836371276,0.00534390498039,-1361.33391229,-0.00534391449269,-1440.7166059,2.09048583163,105.728419504,-1588.59502327
644,-5.61133378453e-09,0.822420769857,0.00898782704244,0.737139002222,116,1.20842025275e-08,-1250.7096279,0.505706139191,0.00589594163559,-1368.58376451,-0.00589594724693,-1448.24561307,2.08994761741,105.827942172,-1588.5965034
647,-1.26463669219e-08,0.808156686654,0.00329024113969,0.775105074781,117,-3.13900569981e-08,-1244.72275223,0.5252749399,0.000786513880404,-1358.53499047,-0.00078652652677,-1437.75858426,2.17082021366,108.263613805,-1588.5965034
