NumTrajs,LossAfter,Iteration,MinReturn,AverageDiscountedReturn,ExplainedVariance,LossBefore,AverageReturn,MeanKL,MaxKL,StdReturn,AveragePolicyStd,MaxReturn,Perplexity,Entropy
54,-0.03158930157836873,42,-999.0,-18.0260231692,-0.0567707874459,-0.0304343117349136,-35.962962963,0.0002850966556359,0.029874477929192608,188.875126587,1.01763765826,6.0,4.20562305744,1.43642245306
54,0.007874513145317414,43,0.0,1.04537423069,-1172645.15394,0.007828650176044965,1.55555555556,0.0002421537611960586,0.02300293119379443,2.68512132747,1.01762174,12.0,4.20555727152,1.43640681057
54,0.008264194294682246,44,0.0,1.02433254183,-1.14649845319,0.008646505075720092,1.53703703704,0.00036311754929166796,0.018672053943166393,2.08799889104,1.01763454017,7.0,4.20561017121,1.43641938901
54,0.005328824536269527,45,-1000.0,-19.8652114586,0.000513379146265,0.00648161499962781,-36.1111111111,0.0013363082152579688,0.021289910984158403,189.043368204,1.01767657737,8.0,4.20578389965,1.43646069689
54,-0.0023205910848041337,46,0.0,0.612140928179,-1136043.137,-0.001618180038382055,1.05555555556,0.0019311586402213667,0.02233541929690642,1.70420685002,1.01773780613,6.0,4.20603694168,1.43652086033
54,-0.02062680014166817,47,0.0,0.663302817598,-88.4491232432,-0.020522459944388446,1.18518518519,0.001534701187098107,0.021227292916099108,1.90587856745,1.01778767144,6.0,4.20624302158,1.43656985535
55,0.022103988458182202,48,-1000.0,-27.9409649039,-0.000258828201832,0.022066228012229804,-34.7636363636,0.0004141334265364989,0.01865202864113623,187.529969836,1.01775878589,14.0,4.20612364537,1.43654147423
54,-0.017719655608230182,49,0.0,0.40769852859,-165.01431444,-0.01791553687797737,0.777777777778,7.925105145219251e-05,0.008330834108023887,1.93090524411,1.01781251021,8.0,4.20634567357,1.43659425973
57,0.02256994630533051,50,-1000.0,-54.47105489,-0.000152105493613,0.023391725078141787,-69.0175438596,0.0005853949970389743,0.020394791137863022,255.768500813,1.01779596929,9.0,4.20627731437,1.43657800815
56,-0.016652554526767317,51,-1000.0,-49.4736395823,-4.78014319936,-0.01521951927190564,-70.5714285714,0.0018291396367520556,0.022262122827629967,257.225919124,1.01786634923,5.0,4.20656817578,1.43664715512
55,0.013737836419189941,52,-1000.0,-43.6033027417,-0.598388291169,0.013267546686446906,-71.7636363636,0.0029619149856968075,0.02135921169585972,259.960553905,1.0178742401,3.0,4.20660078661,1.43665490745
55,0.01357063495880468,53,-1000.0,-22.7043033671,-69.8824757151,0.015449321253530815,-35.2727272727,0.0015721881717219242,0.020643727729878977,187.417322819,1.01793044675,8.0,4.20683307359,1.43671012557
56,-0.01256930895999473,54,-1000.0,-55.3038649314,-5.22249447853,-0.013017983430537311,-70.5,0.0007219840076475942,0.019807244716682645,257.802180529,1.01803883224,6.0,4.20728100173,1.43681659623
54,0.021770906422949394,55,-1000.0,-15.9605183031,-12599.3245733,0.02246721407092423,-36.0555555556,0.0003470271515414965,0.018367048180784454,189.051865965,1.01808829131,6.0,4.20748540276,1.43686517774
54,0.01034787792852578,56,0.0,0.487145563554,-232605.554258,0.010571462542043674,0.814814814815,0.00024748379908613716,0.01598376432367645,1.2333945041,1.01821733765,6.0,4.20801871662,1.43699192329
55,-0.028062603513571687,57,-1000.0,-29.6154678728,9.56066113875e-05,-0.027435016923334613,-35.6545454545,0.00017852496185492652,0.009609663346986486,187.335791676,1.01837438259,6.0,4.20866774117,1.43714614658
54,0.009638960351000954,58,-1000.0,-21.645686858,-125.130030643,0.009764229274881093,-36.3333333333,0.0001232320058455948,0.008082098487029895,188.995590777,1.01841184646,6.0,4.20882256929,1.43718293383
55,0.005573521304859595,59,-1000.0,-32.5193296511,-23.7718223192,0.006797552234585898,-35.2727272727,0.0001727256918169922,0.005079642727530219,187.409658677,1.01848303921,5.0,4.20911678978,1.43725283703
55,-0.018087734942593827,60,-1000.0,-22.403289909,-49.5130703869,-0.017856533310861684,-35.6,0.0001677575771485995,0.0028229551891927745,187.34553395,1.01857374798,4.0,4.20949166474,1.43734189569
54,-0.03769913356991247,61,0.0,0.385630945981,-40753.8543558,-0.037920430354719634,0.592592592593,9.438867368482252e-05,0.0015811918491852282,1.13069166833,1.01858682574,5.0,4.20954571165,1.4373547349
54,-0.009822303574801084,62,-1000.0,-19.7594148014,-0.000402904416393,-0.008851969593501438,-36.3703703704,0.0002164213813578841,0.002703534260140538,188.987584963,1.01845341496,6.0,4.2089943607,1.43722374997
56,0.0032907113822262736,63,-998.0,-46.040403222,-79.7428504559,0.0034577333321153102,-70.8214285714,0.00021679021313619266,0.001799310720651811,257.01529326,1.01829838922,2.0,4.20835368099,1.43707152157
54,-0.006193879504981897,64,0.0,0.594621286801,-5429.8082075,-0.00592670134227992,0.796296296296,0.00020963976091708728,0.003782901615180346,1.44503786481,1.01817121013,5.0,4.20782808399,1.43694662004
54,-0.007732117992362024,65,0.0,0.553937416704,-1.03554145313,-0.007843530674578445,0.777777777778,0.0001272903695126031,0.003474242347372307,1.04822012578,1.01803272446,3.0,4.20725575988,1.43681059665
56,0.004635242543697584,66,-1000.0,-63.3569650155,-6.82206865945e-05,0.005595498138901477,-106.678571429,0.00023234800938639298,0.013166947397630961,309.456442074,1.01787633132,3.0,4.20660942907,1.43665696195
55,-0.008119973176035248,67,-1000.0,-29.9420432976,-43.9920950011,-0.008076179050394377,-35.2727272727,0.0001512768448129897,0.0135886309862704,187.41082287,1.01775675936,5.0,4.20611527028,1.43653948306
54,0.01674087469213553,68,0.0,0.84727441093,-278.683449578,0.01701115454430214,1.33333333333,0.00010281244987993947,0.008569346012736418,2.09054308025,1.01761617113,8.0,4.20553425687,1.43640133812
54,0.01633808135460676,69,0.0,0.567825029228,0.0204460560456,0.016336323109171883,0.777777777778,3.0277804723488222e-05,0.012825037760220339,1.19670329047,1.01755733971,5.0,4.20529112244,1.43634352348
54,0.0011365719429472126,70,0.0,0.748166123116,0.0134664583107,0.0012874688768257534,1.16666666667,3.407772421836979e-05,0.004136801616817905,1.77169096879,1.01756994575,7.0,4.20534321981,1.43635591193
54,0.00853882164499361,71,0.0,0.5895244386,0.0305695896619,0.008439445135357574,0.962962962963,4.027581651867772e-05,0.006811500882054393,1.33281883077,1.01758659673,5.0,4.20541203383,1.43637227527
54,-0.01197756534139072,72,0.0,0.699656775571,0.0480770878653,-0.011126022591364623,1.14814814815,0.00014121579330769583,0.004545984094331899,1.55643713996,1.0176361286,6.0,4.20561673574,1.43642094991
55,0.021656530666417602,73,-1000.0,-28.5131596124,-0.000507890573754,0.02140448368900261,-35.2363636364,3.25313512406147e-05,0.002482987207266262,187.416790131,1.0176352851,5.0,4.2056132498,1.43642012103
54,-0.02185380255860231,74,-993.0,-14.8980135855,-0.0323280203574,-0.021344157697240226,-35.8518518519,8.135068177215244e-05,0.0025232488405099104,187.72047851,1.01772255547,7.0,4.20597391477,1.43650587535
54,-0.0016009343622779399,75,0.0,0.607759737869,-72.7073311626,-0.0012718655406564017,1.05555555556,0.00013571758788609225,0.004594233103600451,1.80961083054,1.01771330091,8.0,4.2059356682,1.43649678192
55,0.014492033083402783,76,-1000.0,-27.8413681121,-0.000396178922712,0.01435423264134774,-34.8363636364,4.4488545238524406e-05,0.0056760545454029865,187.501152834,1.01769963724,9.0,4.20587919991,1.43648335597
54,0.001219539461970874,77,0.0,1.3085281893,-143.787918231,0.0015264360866577363,2.07407407407,9.18987942411271e-05,0.014950914424328186,1.80382157954,1.01774709503,6.0,4.20607533019,1.43652998729
54,-0.0034364743102713456,78,0.0,0.700083471318,0.0515859475948,-0.0030866477665335806,1.22222222222,8.984853171811998e-05,0.02045908607357115,1.7069212773,1.01779649632,5.0,4.20627949245,1.43657852596
54,-0.0007744161861620371,79,0.0,0.757137407082,0.0658891103327,-0.0005517235055539256,1.25925925926,0.00014629780405185923,0.019759952066310447,1.57744736586,1.01782821723,6.0,4.20641058646,1.43660969174
56,-0.023597153405917174,80,-1000.0,-49.9494197067,-0.000486318607008,-0.0237212755351466,-70.25,2.2986989427511425e-05,0.00384741227499278,257.731258845,1.01785460784,5.0,4.20651965178,1.43663561976
58,-0.005239481510072695,81,-1000.0,-81.8803186429,0.0533405721633,-0.0027804201136361765,-102.655172414,0.00026820975321506356,0.0018001742354081633,304.816086536,1.01777754424,5.0,4.20620116862,1.4365599051
54,0.006268505254061162,82,0.0,0.402544472961,-4970.93944437,0.007462485624454404,0.666666666667,0.0004831259105012368,0.002624135629326542,0.981306762925,1.01769586308,3.0,4.20586360233,1.43647964745
54,-0.022884222848269683,83,0.0,0.734081248142,0.0427270700101,-0.022796075792840785,1.07407407407,0.0004062363528674428,0.0014046142442072536,1.53781774015,1.01765402981,5.0,4.20569071664,1.43643854073
54,-0.017578853150154884,84,0.0,1.21846809335,0.0725501284576,-0.017458561320099812,1.81481481481,0.0003272823575613003,0.0029312199447410377,2.19489368741,1.01751829629,9.0,4.20512976645,1.43630515299
54,-0.005218798719225542,85,0.0,0.691599754224,0.000638476460941,-0.004389132726606046,1.16666666667,0.000576365012406204,0.0559688705947842,1.39774951393,1.0173205094,5.0,4.20431236637,1.43611075244
55,-0.044702637274527904,86,-1000.0,-38.4060999308,-0.000353848926742,-0.040379680261093176,-71.6363636364,0.00312280255136212,0.07643566861913553,259.998137311,1.01712244646,6.0,4.20349382546,1.43591604269
54,0.010370997954142066,87,0.0,0.865742759673,-179.653270893,0.009217275510079028,1.5,0.002105001438682534,0.06324916712004447,2.14087209644,1.01677321421,9.0,4.2020505424,1.43557263053
54,-0.002451216839666557,88,0.0,0.582744863399,-0.0207861162066,-0.0018630186847184438,0.888888888889,0.00013269962516876792,0.009580713660744554,1.2422599875,1.01649710773,5.0,4.20090946849,1.43530104196
55,-0.004539183249153507,89,-1000.0,-27.8384615528,-0.000837198403067,-0.0039046634930098504,-34.9636363636,0.00012686993290917994,0.005138710482862116,187.4711094,1.01623914941,5.0,4.19984339603,1.43504723794
54,-0.008476515308724753,90,0.0,0.592631401055,-415.327159859,-0.007986050854733825,0.888888888889,0.0005786956628377871,0.03528756095237934,1.40984194894,1.01598872214,6.0,4.19880844742,1.43480078204
54,0.007635270323839986,91,-1000.0,-13.5308499392,-0.000414793373009,0.008236964105093662,-16.6851851852,0.0008613995212465554,0.04728753765549275,135.091440099,1.01572729908,9.0,4.19772805616,1.43454343992
54,0.00893880288843369,92,-1000.0,-13.8986937972,0.014656523179,0.00975105117124206,-17.2962962963,0.0010038119916683415,0.04490217064726535,134.993090307,1.01552710999,7.0,4.19690072842,1.43434633109
54,-0.026401026923817142,93,-1000.0,-11.5275907449,-0.0161024025104,-0.02652382624556641,-17.3888888889,0.00021638703671554734,0.0023555780217366963,134.980165438,1.01538919672,5.0,4.19633076992,1.43421051725
54,0.00618807579105281,94,-1000.0,-11.6780128257,-494.454343107,0.006234218880660033,-17.1851851852,0.00014927525175033432,0.00037124818276332294,135.027305068,1.01514842466,16.0,4.19533572367,1.4339733662
54,-0.017799209605026105,95,-1000.0,-16.3368013755,-0.123268170153,-0.017838444776980857,-36.3148148148,9.200676144955151e-05,0.0010489488880180628,188.998513033,1.01495827382,7.0,4.19454988134,1.43378603532
54,-0.010926013181356395,96,-1000.0,-6.75046580368,-29.7190176049,-0.010686273876414135,-17.0185185185,0.0001544138010697887,0.0031565761368531897,135.042173212,1.01470764432,12.0,4.19351409696,1.43353906906
55,-0.004798585504603491,97,-1000.0,-33.6288370288,-514.684279544,-0.004507864062188156,-53.5636363636,0.00024157233124381017,0.011647586905557932,226.849951501,1.01443356597,4.0,4.19238140476,1.43326892684
54,-0.005837232733140025,98,-999.0,-10.4458688626,-10.4800303524,-0.00552955244693672,-17.2962962963,0.00018136813277886996,0.004844565092517846,134.853916796,1.01416550074,5.0,4.19127356318,1.43300464078
54,-7.259332906173386e-05,99,0.0,0.864673715241,-13837.5199001,0.00046053872515119796,1.2962962963,4.975053236180343e-05,0.006445991223414903,1.79122996879,1.01389821927,7.0,4.19016896066,1.43274105786
54,-0.011645373477763421,100,-1000.0,-7.98247696249,0.0040051090945,-0.010310810273811671,-17.8333333333,0.0003298726242615149,0.03821385221384344,134.915577169,1.0136585371,5.0,4.18917841866,1.43250463324
54,0.05390853302983275,101,-1000.0,-7.99139466563,-56.2328427763,0.05722347022245058,-17.6851851852,0.0014809009673483757,0.07725603409473639,134.937958868,1.01339518802,5.0,4.18809006765,1.4322447989
54,-0.015473574262470605,102,0.0,0.880677614661,-73362.5701052,-0.013450626232127526,1.42592592593,0.002025374902442848,0.09011031352528079,1.82169896131,1.01341727124,7.0,4.18818133167,1.43226658999
54,-0.009289346659022923,103,0.0,1.3518931828,-0.845159649243,-0.008249075498522877,2.0,0.003336637475659196,0.09225465807159194,2.53859103529,1.01337765052,9.0,4.18801758988,1.43222749307
54,-0.033683779429560926,104,-1000.0,-16.976050329,-0.00034981568027,-0.03239128563336968,-35.6851851852,0.0011791481647333752,0.03609776328234336,189.128393003,1.01330514805,8.0,4.18771795663,1.43215594514
54,-0.009518386206711317,105,-1000.0,-19.0859911576,-10.2858323225,-0.009277641104144299,-36.1666666667,0.0008510477804712094,0.028533578752377775,189.028681931,1.0130969248,6.0,4.1868574259,1.43195043484
54,-0.005872320920640995,106,0.0,0.55853964609,-578842.052996,-0.005463820196950906,0.981481481481,0.0009106637556583941,0.03162035603807983,1.63854882431,1.01286757161,9.0,4.18590957077,1.43172402101
54,-0.01570765921202809,107,0.0,0.833770929917,-0.0310730962281,-0.012496395406724403,1.38888888889,0.004013297499336039,0.08541697305964913,1.67128988405,1.01263585886,5.0,4.18495196421,1.43149522579
54,-0.01551050756390565,108,0.0,1.31756670483,0.0710235099383,-0.01546195241351265,2.05555555556,0.004446518864821961,0.08944605510430846,2.06753267399,1.01237072478,8.0,4.18385623629,1.43123336582
54,-0.004890131376680323,109,0.0,1.00370037763,0.0643332233275,-0.007068543808418082,1.48148148148,0.002968180866844574,0.08881527315785138,1.80268052202,1.01206219037,7.0,4.18258114647,1.43092855512
54,-0.006679743635430057,110,0.0,0.613772171263,-0.0496933058051,-0.004905931900929854,1.01851851852,0.001910700965603431,0.08625059906809736,1.29801473399,1.01175154697,4.0,4.18129734075,1.43062156698
55,0.020061283319855995,111,-1000.0,-27.1400009558,-0.000249551438461,0.019699861855509537,-34.7454545455,0.0007672041467751124,0.07374740272226377,187.519426211,1.01144858658,9.0,4.18004528685,1.43032208065
54,0.02960450328318494,112,0.0,0.363985856583,-1219.09892797,0.031241176823363335,0.5,0.0006196532082019308,0.06510759998359185,0.995359603732,1.01126488324,5.0,4.17928609029,1.43014044015
54,0.007975878258029381,113,-1000.0,-14.0273158627,-0.000231243818633,0.008060337830284963,-17.4814814815,0.0004602026638437335,0.03924121380970843,134.968410672,1.01124109142,6.0,4.17918776509,1.43011691308
54,0.007109934200766662,114,-1000.0,-13.2485659335,0.0141283157299,0.007525481100157477,-16.1666666667,0.00037370355968084873,0.0448138822048772,135.167488695,1.01125606319,10.0,4.1792496394,1.43013171832
55,-0.000330292226982159,115,-1000.0,-29.3468493395,-0.00512841227864,-0.0004479599143509411,-53.7090909091,0.00021069823437546185,0.040021400163608646,227.294816381,1.01130378655,4.0,4.17944686722,1.43017890936
54,0.01048355477566131,116,-1000.0,-13.6331501081,-2.8785684388,0.01126630775250591,-17.3888888889,0.0002223665006600422,0.021614666198321322,134.980577021,1.01134489161,5.0,4.17961674337,1.43021955414
54,-0.0011391843435909724,117,0.0,0.913767741456,-3820.00366874,-0.0009935963931914874,1.38888888889,0.00024241333666992604,0.018932617502674214,2.26418709692,1.01143361667,10.0,4.17998342022,1.43030728007
55,-0.052267559265259875,118,-999.0,-29.8094722331,-0.00862292454422,-0.05245810152156988,-35.0181818182,1.936478184832479e-05,0.0018332256396425325,187.269226799,1.01150926353,7.0,4.18029604839,1.430382069
54,-0.01337751849417933,119,0.0,0.474732376154,-543989.701114,-0.013321231271063771,0.740740740741,1.1639048590723254e-05,0.010090645942598373,1.54182654048,1.01133949083,7.0,4.17959442342,1.43021421394
54,-0.033681173558483934,120,-1000.0,-33.968816467,1.55130603395e-05,-0.033422780675398944,-73.1111111111,4.550473456636565e-06,0.0018633623496368164,262.029378242,1.01112607412,10.0,4.17871242949,1.43000316786
54,-0.010971072750370738,121,0.0,1.06731089674,-30431.4553208,-0.01060006644259011,1.68518518519,3.3643303335389276e-06,0.0010218608316992783,2.04417939774,1.01078486335,10.0,4.17730229702,1.4296656547
54,-0.04776884079253965,122,-1000.0,-6.12767003647,-0.0228313415739,-0.04762824425427649,-17.037037037,6.783164956879807e-06,0.0009006349278595296,135.031952729,1.01042904793,7.0,4.1758318075,1.42931357379
54,-0.01761684893507859,123,-1000.0,-21.2499944998,-77.1261976098,-0.017413827504855522,-54.6296296296,3.2675698196630648e-06,0.0012455314912464752,229.127758014,1.00990226383,5.0,4.17365475032,1.42879209089
54,0.0031241308583954013,124,0.0,0.901428817997,-103119.99104,0.0032180332244340876,1.40740740741,3.6058517400528743e-06,0.0017431935208930827,2.09513120352,1.00935016546,7.0,4.1713730761,1.42824525646
54,-0.01823633970562178,125,0.0,0.613415041024,-0.0502250712287,-0.017555623046053865,1.0,8.680694849196374e-05,0.0023569086262079427,1.4272480643,1.00886580499,6.0,4.16937134438,1.4277652677
55,-0.00589128411381845,126,-1000.0,-35.7107265774,0.000253921754651,-0.005945939841471951,-53.4363636364,3.95985388514999e-05,0.0013130732683222634,226.720794542,1.00835095007,5.0,4.16724358729,1.42725480701
55,-0.01783476378178919,127,-1000.0,-39.5230422634,-3.57897290142,-0.01678041903532094,-53.4181818182,8.436195208987948e-05,0.001834150345598931,227.366079737,1.00785934685,7.0,4.16521192327,1.42676715626
54,0.009222879340862286,128,0.0,0.486620057875,-75850.2777742,0.009691897931228108,0.796296296296,9.075388552470347e-05,0.0024266996186667576,1.04313682263,1.0073409996,4.0,4.16306973335,1.42625271882
55,-0.031514544238155556,129,-1000.0,-32.721224928,0.00120365800885,-0.030349085461535447,-53.7636363636,0.0002533572252126433,0.011699301493057944,227.282280526,1.00691675289,5.0,4.16131643568,1.4258314751
54,-0.00043422880770174266,130,0.0,0.598121764638,-22375163.4325,3.853143393918704e-06,0.888888888889,0.0002464412110812327,0.008617936034897024,1.42291649721,1.00640034884,6.0,4.15918227645,1.42531848679
54,-0.009391548973229014,131,0.0,0.671187725701,-1.24891645033,-0.009505528230977622,1.05555555556,0.00015360265925801702,0.0026665149124604163,1.56839935705,1.00593392697,6.0,4.15725468018,1.42485492377
54,0.015500749152584639,132,-1000.0,-13.8598429501,-0.000468856117964,0.015337172077907706,-17.4259259259,6.894630037919775e-05,0.002807977484135093,134.974565759,1.00547005201,7.0,4.15533760958,1.42439367882
54,-0.0036258883351638366,133,0.0,0.654890561865,-84.5652292069,-0.00345226901556985,1.01851851852,8.926742707308486e-05,0.004449713654726711,1.36748946425,1.0051211755,5.0,4.15389579669,1.42404664009
54,-0.0004400853265226775,134,-1000.0,-13.9667633598,-0.000291281090857,-0.0004972340742674113,-17.4074074074,4.538810971626973e-06,0.00213888004183475,134.978533069,1.00479040425,6.0,4.15252880796,1.42371749998
