MinReturn,Entropy,MaxReturn,Iteration,AveragePolicyStd,MeanKL,Perplexity,LossBefore,LossAfter,AverageDiscountedReturn,MaxKL,AverageReturn,StdReturn,NumTrajs,ExplainedVariance
-1588.5965034,1.40223658903,-1258.03349699,77,0.983436760014,0.00014444133306288585,4.06427993291,0.021861865019046675,0.022179151415817017,-1363.1695026,0.012752465849723551,-1442.51009719,107.595470411,646,0.821750396311
-1588.5965034,1.40252140238,-1258.03349699,78,0.983716895818,9.39964843141682e-05,4.06543765893,-0.012959592905918861,-0.012989153598491628,-1357.9121073,0.017981133162584716,-1436.87871509,110.983724061,649,0.806779129804
-1588.5965034,1.40270561053,-1258.03349699,79,0.983898121183,5.0800705804562244e-05,4.06618661467,0.004888440131228865,0.0045473693275733295,-1353.35576609,0.0021897946296339423,-1432.25535629,107.768761477,649,0.804942232787
-1588.5965034,1.40290006882,-1258.03349699,80,0.984089466934,1.4652899880240764e-05,4.06697739526,-0.012657209435547882,-0.012656138502266793,-1352.59807003,0.0012630075314123274,-1431.5499666,107.176062774,649,0.809129805882
-1588.5965034,1.40300375855,-1258.03349699,81,0.984191512196,7.098539721716145e-05,4.06739912091,-0.005592622236121917,-0.005981426759277595,-1360.91363843,0.0006165390132849089,-1440.01898508,108.263223371,648,0.813705250452
-1588.5965034,1.40306567847,-1258.03349699,82,0.984252455135,2.90748313500265e-05,4.06765098171,0.0051925161486799515,0.0051385957006031754,-1359.61239338,0.0019187239079752113,-1438.70442845,107.374129065,648,0.81535674221
-1588.5965034,1.40315155013,-1258.03349699,83,0.984336978163,4.237105428894225e-05,4.06800029267,-0.02347273471795577,-0.023587347812381584,-1360.5431899,0.011207826555837738,-1439.63488591,108.945531698,648,0.813161974281
-1588.5965034,1.40309430918,-1258.03349699,84,0.984280635393,2.2705031132475182e-05,4.06776744315,0.003277853886413509,0.0033160628526760793,-1367.97923385,0.0031732851864176848,-1447.65142916,102.88018077,644,0.834322243324
-1588.5965034,1.40306132733,-1256.69391465,85,0.984248172525,2.598407252868537e-05,4.06763328283,0.005963681811485934,0.005811294715685125,-1355.60249572,0.0013209837797470286,-1434.70462196,104.869614363,647,0.813883742259
-1588.5965034,1.40306595227,-1258.03349699,86,0.984252724632,2.0255271832200414e-05,4.06765209547,-0.017294311182361376,-0.017302488240416785,-1351.94192814,0.0009432326664299481,-1430.42884468,111.505660385,651,0.798262901929
-1588.5965034,1.40297016202,-1258.03349699,87,0.984158447331,1.1710234793850852e-05,4.06726247271,0.02311481071539124,0.023078994826867885,-1361.67183898,0.0005741365598271823,-1441.06375318,103.601100329,646,0.827190985243
-1588.5965034,1.40301732233,-1258.03349699,88,0.984204861645,4.186053615985436e-05,4.0674542906,-0.006835293866454726,-0.007170363153820158,-1356.90510302,0.010048705369046718,-1435.91905038,107.31012989,648,0.81025006429
-1588.5965034,1.40302046089,-1258.03349699,89,0.984207950633,1.9281092142669997e-05,4.06746705656,-0.019243057826540347,-0.019373046599197787,-1349.02052168,0.002048486796075541,-1427.74683331,109.418953687,650,0.798153190179
-1588.5965034,1.40291218347,-1236.5062368,90,0.9841013889,9.128579693275331e-05,4.06702666554,-0.00446759010000543,-0.005006585323549947,-1351.91738411,0.005679392075946265,-1430.73428288,106.088765062,649,0.810055449727
-1588.5965034,1.40278827472,-1258.03349699,91,0.983979457688,0.00018701923692912326,4.0665227566,-0.0015452626948156856,-0.0021014406218149728,-1358.81513832,0.04237224420372937,-1438.12283402,103.122555533,646,0.823246925448
-1588.5965034,1.40266710221,-1258.03349699,92,0.983860233643,0.00011620077596335824,4.06603003565,0.004139124589832518,0.004227990973234927,-1354.19925919,0.013258233155597834,-1433.25886108,105.257132526,648,0.813493610564
-1588.5965034,1.40258175767,-1258.03349699,93,0.983776270129,5.054918984348551e-05,4.065683037,-0.009077550877445995,-0.008818231224523434,-1361.76822523,0.006184578030006299,-1441.37631051,102.767699432,645,0.830182314168
-1588.5965034,1.40245115271,-1258.03349699,94,0.983647792466,4.4427357423209824e-05,4.06515207334,0.0024684943560272744,0.0024570954898328152,-1352.76166273,0.004094396186225209,-1431.54025142,108.638577768,649,0.806102296586
-1588.5965034,1.40234759337,-1258.03349699,95,0.983545931819,1.9944612997508653e-05,4.06473111065,0.008561885304048281,0.008436143213684594,-1352.99306233,0.0012899950693890053,-1431.86725076,107.896627679,649,0.80650991047
-1588.5965034,1.4023049388,-1258.03349699,96,0.983503979981,3.2171504622139065e-05,4.06455773497,-0.03338312576314108,-0.03370612949868241,-1361.48913323,0.0017424021094630433,-1440.88448116,105.809584313,646,0.821528411237
-1588.5965034,1.40207165739,-1258.03349699,97,0.983274573551,8.66500411619336e-05,4.06360965983,-0.0008741166238705442,-0.001140516511782759,-1348.27490143,0.003474702136283512,-1426.74215111,109.364080508,651,0.794633693059
-1588.5965034,1.4018554285,-1258.03349699,98,0.983061984169,7.310137318007802e-05,4.06273108502,-0.009837318165938266,-0.009911033870293092,-1357.49321555,0.008525370990870317,-1436.61000112,106.118002017,647,0.816452901122
-1588.5965034,1.40160201191,-1258.03349699,99,0.982812891509,3.755363065199442e-05,4.06170165197,0.010351934299916524,0.010322793354690581,-1359.08447759,0.010508665553098324,-1437.97707017,109.528482882,649,0.808266805683
-1588.5965034,1.40143454707,-1258.03349699,100,0.982648318688,0.00018503378629840578,4.06102151672,-0.0022001495585115332,-0.0027338033621376007,-1360.70208881,0.04433260782319347,-1439.94998065,107.680609999,647,0.818511627674
-1588.5965034,1.40126994326,-1257.27140215,101,0.982486584338,0.00011383632687113171,4.0603531121,-0.005509384607570427,-0.005293454382378904,-1380.23710719,0.03917468190641468,-1460.73849955,95.4963749174,640,0.85922352426
-1588.5965034,1.40108813605,-1258.03349699,102,0.982307977435,0.00011192721448093554,4.05961497775,-0.0002233529104621337,-0.000553091363891607,-1357.84700263,0.007273455382446496,-1436.61565302,109.98098113,649,0.800737288763
-1588.5965034,1.40092232338,-1258.03349699,103,0.982145111828,0.00012832270680819476,4.05894189795,0.0016877062952228565,0.0016120652281428718,-1358.34856151,0.0015428627028776197,-1437.21503253,108.370289843,649,0.808757662099
-1588.5965034,1.4007825449,-1258.03349699,104,0.982007838671,0.00029627953354939573,4.05837458487,-0.012961713764977234,-0.013817252508814708,-1356.53327165,0.0004871604913253315,-1435.38036896,111.63601773,649,0.805058937386
-1588.5965034,1.40057796872,-1258.03349699,105,0.981806963807,0.00019511798143689223,4.05754442302,0.010633039795564894,0.01078564967932557,-1360.24238839,0.0004286263061142291,-1439.1888522,110.506100059,648,0.809352286916
-1588.5965034,1.40045792496,-1258.03349699,106,0.981689111087,0.00017068777359667862,4.05705736939,0.00938032400108443,0.009333741748424563,-1364.8018779,0.0004956261419067388,-1444.46276115,103.604020284,645,0.832411145402
-1588.5965034,1.4004067134,-1258.03349699,107,0.981638838538,0.00019041338640195908,4.05684960645,-0.019214516928148656,-0.01955277121907384,-1354.25759111,0.006554310516977118,-1432.90728099,110.83429269,650,0.798673227519
-1588.5965034,1.40024377293,-1258.03349699,108,0.981478902872,0.0005158360649282246,4.05618863531,0.0033609356193079793,0.0022732500362516654,-1366.99253086,0.047452048771577084,-1446.48782346,103.409655695,645,0.826948580592
-1588.5965034,1.40011699198,-1258.03349699,109,0.98135447794,0.0004703747570361,4.05567442049,0.013983298034212296,0.013426966601352354,-1360.35555652,0.02092668398219477,-1439.50101211,109.397346034,647,0.813004730887
-1588.5965034,1.40008834636,-1258.03349699,110,0.981326366835,0.0003417076129354802,4.05555824485,0.006228063506773044,0.006054775639899298,-1358.79595493,0.00407606035136783,-1438.12707479,105.950530118,646,0.818955711196
-1588.5965034,1.40010074413,-1258.03349699,111,0.981338533165,0.00025927058885646395,4.05560852502,0.004337158714170995,0.0042448293347106935,-1356.47228522,0.0076606198099117995,-1435.65955729,105.277484308,647,0.820180466889
-1588.5965034,1.40013872905,-1258.03349699,112,0.981375809942,0.0002387033066289841,4.05576257992,0.002495784332471767,0.0025153831245792483,-1363.32835637,0.004189361994110172,-1442.71652297,106.795161494,646,0.821414337485
-1588.5965034,1.40018855295,-1258.03349699,113,0.981424707125,0.00022084175379100314,4.05596465885,-0.005505439264653812,-0.005758241292376057,-1359.90940122,0.007463290407113686,-1439.12788859,106.590962735,647,0.818742223355
-1588.5965034,1.4001992911,-1258.03349699,114,0.981435245867,0.00011686541570116158,4.05600821263,0.0198011352472833,0.01990164746547434,-1354.1566232,0.0027621599687471035,-1432.94272133,110.327842763,649,0.803341659213
-1588.5965034,1.40033196172,-1258.03349699,115,0.981565462133,7.343962250555857e-05,4.05654636148,0.006205187316070793,0.006185408021387632,-1363.59785302,0.004878814271229135,-1442.86134356,107.023210833,647,0.818047199987
-1588.5965034,1.40049053616,-1258.03349699,116,0.98172112566,0.00010437273775789388,4.05718967702,0.016611054651959157,0.01643408849058942,-1360.78969634,0.0041088877756678185,-1439.8570435,109.107159892,648,0.807364027956
-1588.5965034,1.40073678157,-1258.03349699,117,0.981962899752,5.540666615881695e-05,4.05818886439,0.005523220204994716,0.005560087550049565,-1364.62409402,0.002254157375991727,-1444.02945604,108.103233881,646,0.821937160068
-1588.5965034,1.40099386199,-1258.03349699,118,0.98221537564,5.0894146765723324e-05,4.05923227941,-0.004444887155131386,-0.004514468710836412,-1359.20881028,0.0015119391211860858,-1438.29529798,107.419403113,648,0.814635877194
-1588.5965034,1.40119825004,-1258.03349699,119,0.982416149244,4.7631908811221196e-05,4.06006202278,-0.005270852143342125,-0.005333374118053297,-1354.75189256,0.0012277821036603478,-1433.68373436,106.790546103,648,0.811617893683
-1588.5965034,1.4013496626,-1258.03349699,120,0.982564910652,3.701712060901463e-05,4.06067681371,0.024357400904991784,0.024268953417003556,-1365.20689484,0.0016478202681222305,-1444.50900447,110.331222204,647,0.817590321678
-1588.5965034,1.40163793488,-1258.03349699,121,0.982848197705,7.517361438491667e-05,4.061847563,-0.0035776055235729734,-0.003908622054290923,-1358.41293429,0.001244552823682351,-1437.48535495,109.83567854,648,0.81198995287
-1588.5965034,1.40187592133,-1258.03349699,122,0.98308213009,3.520031099480247e-05,4.0628143427,-0.016215784566175367,-0.016166161097759462,-1357.25076385,0.0033209448580190926,-1436.2956103,107.62869863,647,0.812730774518
-1588.5965034,1.40198793336,-1258.03349699,123,0.983192253281,7.226612493742084e-05,4.06326945226,-0.021535024454873732,-0.021785842460768937,-1361.97469214,0.0039776164571343475,-1441.45999177,104.142688597,645,0.826094717221
-1588.5965034,1.40195323041,-1258.03349699,124,0.983158134209,3.348084288257701e-05,4.06312844731,-0.010422837807925583,-0.01041991921684521,-1358.05642071,0.0013009886032709674,-1437.43360981,103.006981389,645,0.824412475862
-1588.5965034,1.40185634865,-1258.03349699,125,0.983062888731,2.3351987774825398e-05,4.06273482333,0.0027948698107453894,0.002732013299258438,-1362.92890249,0.002616869931743213,-1442.38201937,104.983335331,646,0.826142432968
