AverageReturn,AverageDiscountedReturn,LossAfter,StdReturn,MaxReturn,LossBefore,AveragePolicyStd,MinReturn,Entropy,ExplainedVariance,Perplexity,Iteration,NumTrajs,MeanKL,MaxKL
49.5525372464,31.1772793431,-0.04111208360290983,7.19768378998,66.8486277537,-0.03601050236808072,0.986606251743,32.0912161367,1.40545427966,0.855310715292,4.07737859075,29,54,0.017944951688728995,0.4076087369486291
50.2043357134,30.9856451797,-0.04781985965983573,7.72433683515,70.2917802377,-0.04767082633281588,0.986068345457,31.9905205445,1.4049089223,0.822301075808,4.07515556858,30,54,0.015701759980533168,0.38614126129691956
52.0425037484,32.3010308836,-0.012235723874269942,7.73710160826,65.5655271387,-0.010955229965601124,0.985431898125,27.021879451,1.40426327455,0.824134852263,4.07252530273,31,54,0.0026142050680563363,0.12016387535815597
50.7909901122,30.864774581,0.007220125644801645,10.4454343515,73.7135612111,0.008619501737946109,0.984814620486,28.239762692,1.40363667513,0.749614436647,4.06997426008,32,54,0.003848191588258934,0.15445015425101327
52.6518906706,32.1826137132,-0.0139474099304886,10.3703342343,71.3910966616,-0.009744497825719655,0.984284600971,29.1327580437,1.40309833809,0.780505569556,4.06778383181,33,54,0.007933065514830025,0.2258863675973644
54.6977737098,33.6888447991,-0.005058944840020938,8.59116364668,70.125353065,-0.002955880443059507,0.983767425048,28.7985456928,1.40257276668,0.836345837852,4.06564648266,34,54,0.01082529611880311,0.3248377319170346
53.870404852,33.4207224145,-0.005990411429186462,8.28075597777,69.3941111587,-0.008066202848233037,0.98328581348,33.3634724669,1.40208308845,0.822717338061,4.06365611143,35,54,0.004314790452066189,0.17839213163621465
56.2673996561,34.5816930848,-0.02014575320236403,8.08612916983,79.9348683415,-0.02014103923203427,0.982817934912,30.8186162914,1.40160714349,0.849915624151,4.06172249501,36,54,0.004360301619136406,0.12573901625388184
57.0535723233,35.3163378022,-0.01810594290102647,8.61403277937,76.289374417,-0.016301938321196554,0.98232012483,37.7445482596,1.40110050215,0.85534110014,4.05966517967,37,54,0.006850993151718948,0.1968997344407056
55.7119561158,34.4054531279,-0.0059651621894376014,8.78884838287,76.5940775128,-0.0044402414686015934,0.981808108611,30.9084838087,1.40057913474,0.842222302506,4.05754915419,38,54,0.009564854284842923,0.24902998226314196
56.4191821307,34.6644909378,-0.009642484959545816,7.99189682169,72.2208846183,-0.01050486679157974,0.981325549781,30.8085458294,1.40008751376,0.855549942017,4.05555486818,39,54,0.0026640097903267526,0.19157793826801875
55.4189829597,33.9501387903,-0.021329350773321168,8.50369874579,73.2942329797,-0.012890733541730471,0.980847190819,35.2507219761,1.39959993287,0.859377311362,4.0535779391,40,54,0.008780100076830378,0.34002283087252533
56.7143486505,34.86526024,-0.047955725504313214,9.16595819961,70.2909137501,-0.04538706940749481,0.980363639772,35.1623964843,1.39910681805,0.830043348929,4.05157955253,41,54,0.012627279423366309,0.3046406335549843
53.9169398042,33.5536330946,-0.03765063587246418,6.58016026676,64.9897701534,-0.040762449345841736,0.979769335725,36.4264736288,1.39850042647,0.86824663913,4.04912345356,42,54,0.010825585948111394,0.3788512773266936
53.425550773,34.0118059101,-0.024829273479752605,7.51873387161,70.4447449262,-0.02454927144394121,0.979093506051,36.6147765949,1.39781040399,0.85515027135,4.04633043107,43,54,0.0005119112518092766,0.027347760391076847
53.7980761529,34.2437856837,-0.04563771602084201,6.59206785957,66.2662351163,-0.042209954927925994,0.978394536697,41.7215832949,1.39709625466,0.869101773919,4.04344177851,44,53,0.00536322875966458,0.28372399753562977
55.5391759879,34.6162749706,-0.051600791403585415,6.65213957816,69.9493880898,-0.04581039598339093,0.977623842321,44.0796833698,1.39630823097,0.883748841076,4.0402567057,45,54,0.015411862715718554,0.7923874398472982
39.4428205646,21.4835742405,-0.016615513865768948,141.106698042,73.4544730724,-0.016780649443086316,0.976782552065,-986.234666253,1.39544731452,0.00447942405421,4.03677987908,46,54,0.012268347583556619,0.5850364659637463
57.3287627043,35.3478378372,-0.01411963317942128,7.71856150413,69.5662881539,-0.01565408410316451,0.975961498599,38.1554582389,1.3946063917,0.497982712876,4.03338668568,47,54,0.0031034819749998326,0.12230115680083976
60.7710979017,38.0195540871,-0.004711442511444987,7.26333864414,74.4533382334,0.0013675285184994352,0.975162136057,44.4067983286,1.39378700479,0.875155571592,4.03008313503,48,54,0.004866412371151294,0.23639587468158138
60.0070835039,37.3474804178,-0.03053146768012832,7.46814221678,73.611034044,-0.017656936135724853,0.974441074277,42.2485050401,1.39304730369,0.8823956161,4.02710318041,49,54,0.02506836765375222,0.6803064413286625
57.6441903991,36.2407854869,-0.045332874583876255,6.57776581663,69.3676828712,-0.04798202953305016,0.97372489311,43.3667473257,1.39231206736,0.889663129942,4.02414339604,50,54,0.0033770708729470122,0.254220450521863
53.3874139499,33.8148239925,-0.06650197894266356,7.0762513056,67.7588036882,-0.06243454145348855,0.972924198334,40.3468402445,1.39148942827,0.87012579763,4.02083433964,51,54,0.003885209613762658,0.3054897285410287
57.3732614791,35.7798193121,-0.04110570739382193,8.98133611451,70.1446299449,-0.03492884079628846,0.972019189198,31.2309204443,1.39055880046,0.854669200583,4.01709418001,52,54,0.018843964698353352,0.788534014179551
57.8040139825,35.394088612,-0.027468692537464763,7.76770619845,72.7018357907,-0.026473019511434458,0.97109111291,40.4989765388,1.38960355221,0.866742418583,4.01325869003,53,54,0.029116789861509822,1.0639623731847112
55.2413478735,33.9402979497,0.021399314116753367,9.39884430259,78.9704982423,0.018785209693627083,0.970165915942,34.3459681111,1.38865035846,0.794217197022,4.00943509952,54,54,0.0038104730915237846,0.22729829919216787
54.3315558895,33.2068790033,0.018904362356243348,9.16541097851,74.8952450481,0.03584205569822518,0.969393785612,32.1903380471,1.38785416706,0.78304854234,4.00624409229,55,54,0.026629713699887286,0.8400534693781071
59.1388507722,36.1098140496,-0.02419067138538012,8.37836556479,75.4647673733,-0.009633522818013027,0.968824574171,42.777661778,1.38726681172,0.845510605788,4.00389169432,56,54,0.059542547215807755,1.6254098839498987
59.2285988804,37.1480259504,-0.017144798923417845,7.27650106515,73.6708698569,-0.026880447434073577,0.968275716204,40.514488517,1.38670013173,0.865764041083,4.00162341179,57,54,0.02205820100593285,0.7820891095016252
55.0481910334,35.190368456,-0.05459606848689396,7.47091064421,73.2302081513,-0.05015551403497285,0.967689983649,40.700771328,1.38609502538,0.853349700482,3.9992027365,58,54,0.0013956546106992716,0.05090694376592617
55.2347869786,34.8311961487,-0.052997672980299865,6.69543578407,68.2605684852,-0.04479447432257971,0.967004843338,41.0104160022,1.38538675829,0.879963279431,3.99637123565,59,54,0.01023130152526947,0.3668075540119994
60.2092626501,37.639572751,-0.07584435520924242,6.53777042134,71.7120567806,-0.06621378998283106,0.966247999958,46.6094657508,1.38460378422,0.880322838651,3.99324340529,60,54,0.029532154785744412,1.535623338781893
60.1071557427,36.5284748988,-0.02754628657516981,8.56085634656,75.0545797236,-0.027673204977627177,0.965378580641,44.6366874607,1.38370359017,0.86037142538,3.98965032881,61,54,0.03637591540008177,1.2757962393737081
51.482593128,31.4714304746,0.020048494881478807,10.4907078681,76.2202184203,0.018862599718268154,0.964507478768,31.5359903921,1.38280084057,0.646234181732,3.98605029879,62,54,0.00041385486134539086,0.006497199013736764
52.0522837553,31.2220374035,0.0032245490687068923,8.40333416493,71.4274133374,0.0271626564371865,0.963780784705,33.3607237486,1.38204712121,0.758579583542,3.98304706745,63,54,0.03840086845047344,1.035420876997739
59.6823701522,36.5356734677,0.010219935625855077,7.96688404676,74.2680572707,0.014474817744731989,0.963213462527,34.141160516,1.38145830556,0.85175644633,3.9807024773,64,54,0.04712600270320955,1.4507760018105853
59.4435068194,37.0629314045,-0.023388549973655682,6.88600900498,69.2642206698,-0.029072709654020874,0.96274676586,41.3469964605,1.38097366764,0.899111048608,3.97877374535,65,54,0.0192546689046033,0.5749754910839742
56.849911205,35.7766038393,-0.04556534416506537,5.85446875474,70.0240534116,-0.04442472085682406,0.962233041994,48.6381848159,1.38043992295,0.91032958199,3.97665066262,66,54,0.004755096860804238,0.20484687526302597
57.2129751838,35.9834553789,-0.04979361340534841,6.36732245282,68.9368171493,-0.04691922993593114,0.961633375228,43.6067840813,1.37981652542,0.90052775607,3.97417240098,67,54,0.006995396908202621,0.28647640759309506
59.0391297468,36.970112815,-0.04953875869308706,6.13721783256,74.0081362404,-0.04707548426457639,0.960951671096,47.6218120878,1.37910737171,0.907122384909,3.97135510094,68,54,0.007785700877977191,0.33802318728820635
59.4612222226,36.7783718619,-0.011474476795107769,4.7287999477,68.5848931226,-0.011221377760307055,0.960197923487,50.6994133738,1.37832268773,0.937106140125,3.96824006456,69,54,0.0050556576292805026,0.22093672582777474
60.7889055901,37.3759445254,-0.010413101325008558,6.52141595387,78.1212101387,-0.01012904902287611,0.959480491996,47.8563810762,1.37757523804,0.914372337439,3.96527511294,70,54,0.005808458035986575,0.24910621615333836
59.9391919689,36.6890203398,-0.02789289098889644,9.45926817968,75.8660585375,-0.028618245473824484,0.958799096061,23.5458689502,1.376864814,0.841506288842,3.9624590866,71,54,0.009862246959773247,0.4848925701766206
58.0194050014,35.534159296,-0.011530047894213125,9.05155220687,74.8316593832,-0.012478821783090115,0.958095430219,38.2508788265,1.37613064124,0.861644788057,3.95955102471,72,54,0.002727745534182519,0.08445003076396376
55.1062114236,32.9336830493,-0.004004126360482328,8.08026820831,72.0533917409,0.005668718432192347,0.957419233704,37.0986343762,1.3754246205,0.854072584966,3.95675648617,73,54,0.013818993178414988,0.3416202195344912
58.5806329607,35.8157864229,-0.03240460111177779,7.00712696845,73.9323034512,-0.027417566063133163,0.95682504421,42.2709732894,1.37480381204,0.890169297311,3.95430086062,74,54,0.02664816754627646,0.854294771716044
60.1235105343,37.2328840515,-0.02728417202637561,6.5591142334,73.3662627198,-0.030745861872834672,0.956202412524,43.1826759226,1.37415287344,0.902536574395,3.95172769113,75,54,0.007474816829174318,0.48951227009948184
57.5539323619,36.0488279347,-0.03775244479235224,7.01751837381,73.0412035808,-0.03017483896990424,0.955544503097,39.5222819467,1.37346459253,0.890237506798,3.94900872821,76,54,0.012663976876366712,0.35552105892097985
58.9413720943,36.7076094348,-0.05060389282481574,6.37204860571,73.7134543701,-0.04318575464884694,0.954856636052,45.2740295209,1.37274446412,0.896277498512,3.9461659585,77,54,0.020840747167406106,0.6217968520920445
60.0021123904,37.038622951,-0.046173240761935255,6.28209321895,70.3497610483,-0.047480693887407596,0.954105781897,44.4085151294,1.37195780202,0.908053864632,3.94306288,78,54,0.020398580173562452,0.7302425110006344
60.6258412947,37.042717113,-0.0036227440493863607,7.52308851849,74.4650954989,-0.006757944982390361,0.953288371839,43.2027334649,1.37110070585,0.898238835855,3.93968474382,79,54,0.01508263954106754,0.5491000217048164
59.25237482,36.289799889,-0.0016757094457025056,8.60077346739,78.3699230486,-0.002232395826848907,0.952527466783,42.4573534979,1.37030219733,0.859112994579,3.93654012764,80,54,0.00616281381599815,0.38552673613190896
59.2760855282,36.5628830939,-0.007153437654061863,6.64780216411,72.933887452,-0.0067093400483660874,0.951831708436,44.1316263814,1.36957149653,0.878972227732,3.9336647453,81,54,0.0017490134868922795,0.14163683026029808
58.8674064235,35.8645720549,0.006029698155962765,8.94615297158,78.4455027011,0.011364031482163266,0.951180817394,38.4989336144,1.36888743265,0.858296585398,3.93097478748,82,54,0.007489748540257767,0.17402326453273645
60.0277299308,37.1752487865,-0.016169931166682867,7.66647295312,74.9762108265,-0.015759430629807572,0.950628572037,39.5610311182,1.3683066748,0.875663504098,3.92869250578,83,54,0.008625177011508093,0.3180494894055591
60.1876769021,37.526956387,-0.024983613204882595,7.93066153546,78.8444344443,-0.025138962651012096,0.95007901865,39.7978358159,1.36772841288,0.88105675719,3.92642134927,84,54,0.0029000721951987197,0.1392752807152917
59.9467167403,37.4005606135,-0.05222429137730212,6.8260505453,71.6908974059,-0.0484833393498691,0.949503073376,42.7339866256,1.36712202131,0.880226680033,3.92404112217,85,54,0.012974229125207034,0.503135498242137
61.0897951496,38.238549639,-0.031278948864351876,6.13481847223,73.3493341666,-0.032511798059012685,0.948836143526,47.4543435306,1.36641937568,0.907662710127,3.92128488027,86,54,0.026521559939883633,1.0773760019291765
59.8083291352,36.7559313951,-0.01839721118091433,7.04061515501,71.0670924041,-0.019895048334692165,0.9481338309,40.91705384,1.36567891835,0.877747520755,3.91838241087,87,54,0.01378879743736271,0.662490075788913
63.120508305,39.0408558983,0.00594400104093744,6.2829238888,76.1898655467,0.007864545610491078,0.947436820545,42.0542464967,1.36494350879,0.911769015809,3.91550185431,88,54,0.0017036675801953762,0.14644102253469232
63.2857233834,39.3567075795,0.0036050439935955384,5.08353758318,72.4836986769,0.0058339191534552675,0.946831641508,47.1693509984,1.36430455073,0.922580180887,3.91300081194,89,54,0.012849793019713247,0.5918669210161503
62.0078096956,38.6595671316,-0.010017697976470227,5.66189137374,72.3936358012,-0.0065815599984767395,0.946302994966,50.1668010023,1.36374606265,0.906431708112,3.9108160578,90,54,0.01737268548516228,0.8140408382571725
61.0862095167,38.0751780066,-0.02082476604458546,6.45029965135,74.8147132752,-0.02399799269702548,0.945803605432,43.8383111134,1.36321819647,0.914134984369,3.90875221501,91,54,0.003809080025584511,0.24644715940544346
59.4694402839,37.3729558049,-0.03225844226144789,5.39428017137,72.4148665665,-0.03153907780494897,0.945275962489,46.3999105496,1.36266016288,0.922851294687,3.90657160848,92,54,0.0005216026402000219,0.02357372863726196
59.5492561566,37.4491346553,-0.04166094059761382,6.96892736439,75.1416591167,-0.03895852435554539,0.944699972664,45.3300400038,1.36205064206,0.893602747747,3.90419119727,93,54,0.0044662616664546085,0.2541723009094913
61.2199230097,38.0271205152,-0.03757031315219071,6.08000680222,74.9519493369,-0.02940941061765692,0.944058970076,45.8622663422,1.36137188672,0.911017422696,3.90154210577,94,54,0.030780563259108537,0.8860390456655547
60.9503699329,37.4123528774,-0.009337596378967201,7.51173924507,75.8425641004,-0.009057632536045513,0.943388058656,42.0511747606,1.36066096722,0.881890475361,3.89876940911,95,54,0.027991287048703656,0.5692860471238773
55.717602537,33.9802039396,0.019074645538825204,11.5771125075,74.0522101483,0.024534973847200464,0.942752452155,22.5272792523,1.35998699142,0.720447979543,3.8961426182,96,54,0.0164476852378269,0.6018426335075038
57.3113820698,34.7323644154,0.02574983061305444,8.43979768313,76.5175456681,0.03415606943740933,0.942259015167,35.2828570985,1.35946345403,0.813006785112,3.89410337569,97,54,0.0266515349926895,0.9228491611156557
59.6303240509,36.3306697675,-0.01571513422717123,9.53147454059,75.234317487,0.0015899485811957405,0.941925960676,36.5764746347,1.3591099277,0.840147978969,3.89272695095,98,54,0.04636165569251544,0.9810194036939268
59.6670420026,36.5055682439,-0.010137368629736238,9.30581173839,75.0410696075,0.005140070463229535,0.941629859064,23.292775451,1.35879552065,0.842840777543,3.89150324253,99,54,0.08062510768686784,1.301445766584502
62.7098745309,39.0116604867,-0.015869750069117065,5.82961601507,75.4777007817,-0.02818062458531769,0.94137879401,51.0482364814,1.35852885692,0.90285841304,3.89046565811,100,54,0.06323717800698048,1.2478982406766905
60.1430338646,37.5417770045,-0.021693172155247797,6.02466231078,77.674720119,-0.022183228798341774,0.9410612198,49.3933323353,1.35819144993,0.914328850802,3.88915320922,101,54,0.027798607370418085,0.779391241626084
58.1660528171,36.4967295678,-0.051700716548242286,6.16241027707,70.4108971345,-0.045465699057079,0.940702645327,44.6367014241,1.35781034528,0.915483825772,3.88767131725,102,54,0.03554008750989087,1.005486816342286
57.66083414,35.8926843972,-0.03311790314608719,7.36085258142,78.2409819324,-0.03434975767726037,0.940235566503,40.3342256492,1.35731370075,0.889699308275,3.88574100595,103,54,0.04924928917775481,1.0491753125020982
54.1069764109,32.7444326449,-0.010163644325855065,9.18987210739,73.6152605131,-0.012392611074797541,0.93970553727,39.1527624962,1.35674982219,0.79711207712,3.88355053752,104,54,0.002200378252397603,0.09015358978111543
55.2986635073,33.2853948922,-0.008496253377987633,9.10812402589,71.2572923436,0.01523263739237355,0.93918672284,30.4085305263,1.35619756653,0.830078226231,3.88140641686,105,54,0.04714633134686891,1.0523403050349625
61.628835572,38.432570303,-0.020001852641483596,8.9231444396,81.2582370794,-0.019592705070391934,0.93876775785,45.4414007211,1.35575137361,0.847289021319,3.87967494711,106,54,0.02597331257465017,0.7477621890154506
57.1201155437,36.2238728769,-0.02106700017640642,6.82557729591,76.9168514506,-0.022505303620242178,0.938326139639,44.3357625998,1.35528083964,0.876848489325,3.87784985768,107,54,0.0014979246280340816,0.10689253792861644
56.6130459372,35.815556377,-0.011461316019165207,7.32192749725,71.9988966085,-0.008078656811911852,0.93785482193,37.2908876432,1.35477841719,0.89120038064,3.8759020282,108,54,0.0036861115374883886,0.10693802734022666
58.2110089178,36.9891069227,-0.03741236978652993,6.78945488629,77.3677296141,-0.03496152444685116,0.937402528252,44.2599037624,1.3542960368,0.893331075816,3.87403281994,109,54,0.006274379999613359,0.26473871636551716
58.0845657377,36.4278347042,-0.04608120499967637,5.2660588906,70.692802452,-0.0383082996621014,0.936882636441,46.0923271683,1.35374127402,0.902905898575,3.87188424675,110,54,0.023961734981100356,0.6622786416250361
58.322263691,36.0031583757,-0.03301381041175809,7.95442841229,72.1201545105,-0.02039519878456465,0.936292364212,41.9202778187,1.35311103685,0.868846063758,3.8694448102,111,54,0.029906307234763518,0.9694348349217773
62.2524057722,37.9317802439,-0.004597751585783089,8.06638304138,73.8865269259,0.00037868831401574815,0.935693874996,36.7627149719,1.35247162058,0.887263994714,3.86697141506,112,54,0.056807906738949115,1.2140811365544575
64.6067821204,39.47887578,-0.007483803264568854,6.90048510318,77.2935808174,-0.01363348170675385,0.935154265157,46.2744032323,1.35189475937,0.911087030855,3.86474135256,113,54,0.05363710236218192,1.0836959987847126
61.3450672214,37.5752630553,0.005555527307966707,7.71994239885,76.1478896776,0.015691947292291484,0.934622494,38.8869525921,1.35132595225,0.877168705213,3.86254368522,114,54,0.056307997293171666,0.8877853674885434
63.0178491131,38.6999886327,-0.004003899427884031,6.03800898345,73.1344940125,-0.003241841012672814,0.934194136218,47.0346242759,1.35086752548,0.912492397996,3.86077339759,115,54,0.04051472159669282,1.2964451878054855
62.1144981881,38.6386443343,-0.014318672435553344,5.41657500095,73.217425912,-0.02209356961466929,0.933796342992,51.722804721,1.35044162049,0.91411856631,3.85912942505,116,54,0.02244707645073716,0.8088633593010364
58.7567001409,36.6769457489,-0.025194380580122994,7.58619817723,74.9738124548,-0.026313426489185134,0.9333649007,44.3774894043,1.34997948332,0.878044038225,3.85734638996,117,54,0.019515857684322027,0.7479651798433673
59.7010500733,37.3163143418,-0.02326046819433359,6.65789198396,71.810296507,-0.02622378867203992,0.932889666555,46.4179525785,1.34947019144,0.894326375066,3.85538237491,118,54,0.013749013588203471,0.5305709062502832
59.6894825864,37.4073073328,-0.03951010790769282,6.30252441724,74.7676776176,-0.037771849380135177,0.932375306389,43.4816068075,1.34891867711,0.892313067366,3.85325666252,119,54,0.006064858023774852,0.24154796407503687
60.9656270268,38.357881637,-0.03810489654119992,5.8655346045,72.2452642818,-0.03402060566911058,0.931790026087,43.199447007,1.34829074963,0.920973901992,3.85083785627,120,54,0.009272063125963457,0.22778769474540195
59.9550309672,37.2414434694,-0.030383172041623212,7.75468443913,75.7894617737,-0.02347549824692158,0.931153023995,41.7931850549,1.34760688319,0.877427379844,3.84820529775,121,54,0.03444385586595755,1.3127575035636225
55.4777686552,33.452811336,0.01485206753299827,10.8489425046,73.8475729896,0.010763309368901656,0.930502258932,25.5603664946,1.34690775796,0.763822895011,3.84551586057,122,54,0.007774828145974857,0.36646861094628413
53.7653618003,32.8693998142,0.010756287682785913,11.6105890404,77.3813298177,0.03342708667539686,0.929950212797,27.311414043,1.34631430431,0.704498351256,3.8432344022,123,54,0.03080575407672905,0.9238275948169195
59.7849381956,36.6660736875,-0.010442167906857794,8.70768217649,76.1573575649,6.769030794946862e-05,0.929564303669,35.3776271872,1.34589923992,0.847750306294,3.84163954345,124,54,0.05374235990031738,1.165456770921677
60.8550932189,37.781760356,-0.01758733951228111,6.23801206645,77.1860427429,-0.022077572927442418,0.929215863049,45.9444925801,1.3455243267,0.903477265097,3.84019953197,125,54,0.022648894807951712,0.7532119656827011
57.5814901982,36.0862536183,-0.05070038958816946,5.86088610712,71.2900386228,-0.04899945013392686,0.92882896456,42.7298033996,1.34510786905,0.904853207123,3.83860058445,126,54,0.0012767469522439686,0.09222191363194056
58.6638616008,36.9197422358,-0.05839612923979988,5.08338803314,69.5753207598,-0.04837440403117354,0.928323469342,47.3560732942,1.34456349238,0.930550604136,3.83651150852,127,54,0.0208743227373111,0.5175569596040261
61.4502915495,38.0764934525,-0.045654538351390425,5.74515411723,78.4621751708,-0.04643374482878258,0.927715358136,49.4731676092,1.34390821381,0.917089748386,3.83399834827,128,54,0.030740477964995443,0.7647500313687293
59.2286434336,36.1987231201,-0.016054127317130025,8.09570648314,77.6307938899,-0.013984060833693905,0.927022507466,36.5670806585,1.34316109939,0.877367185762,3.83113498258,129,54,0.007366538097817321,0.44403082367723035
60.2521039145,36.9269977419,-0.0027946033103745,7.41020065273,72.3951659073,-0.004138416542710797,0.926352280642,37.7606626513,1.34243784918,0.886417076894,3.82836511517,130,54,0.005617716231715849,0.33810931334037153
