StdReturn,Perplexity,LossAfter,MaxReturn,AveragePolicyStd,Iteration,AverageDiscountedReturn,AverageReturn,NumTrajs,ExplainedVariance,LossBefore,MeanKLBefore,MeanKL,MinReturn,dLoss,Entropy
9.094947017729282e-13,4.132731354122492,-0.002561478253464341,-2705.58151240738,1.0,0,-2107.365462459589,-2705.581512407381,105,2.4980018054066022e-14,-1.0983277779327442e-16,0.0,0.005894523766804368,-2705.58151240738,0.0025614782534642312,1.4189385332046724
9.094947017729282e-13,4.130822100883974,-0.006205724088920945,-2705.58151240738,0.9995380166105853,1,-2107.365462459589,-2705.581512407381,105,0.999645388187461,-1.575018775013863e-16,0.0,0.009339807005942523,-2705.58151240738,0.0062057240889207875,1.4184764430680536
