NumTrajs,Entropy,StdReturn,ExplainedVariance,MaxReturn,LossAfter,Perplexity,MinReturn,Iteration,AverageReturn,MeanKLBefore,AverageDiscountedReturn,MeanKL,LossBefore,dLoss,AveragePolicyStd
643,1.00100360884,101.966074557,0.833797954602,-1233.00630716,-0.00381511187486,2.72101128956,-1588.2489227,26,-1443.23950801,-2.31656136496e-08,-1363.43317458,0.00846524868055,-4.69764880204e-09,0.00381510717721,0.65840507316
639,1.00506816878,102.702404695,0.832786161015,-1239.88394804,-0.00616680871116,2.73209350995,-1704.50549266,27,-1446.25786214,-2.60726523149e-08,-1365.89304815,0.00636762854933,1.74882770848e-08,0.00616682619943,0.661086646057
639,1.01681788339,96.9569480518,0.841621677067,-1230.94784869,-0.00531968753084,2.76438416046,-1707.82417096,28,-1441.634311,-5.34761204207e-08,-1361.36500925,0.00777481959294,5.4359662994e-09,0.0053196929668,0.668900038156
643,1.02294357194,107.844170121,0.812300492446,-1241.64694191,-0.00493995838047,2.78136988839,-1665.98547048,29,-1437.35752275,3.58933464062e-08,-1357.68794222,0.00831994661282,1.14684327411e-08,0.0049399698489,0.673010087051
640,1.01721845641,99.7486237581,0.841380203478,-1234.50303124,-0.00799902617498,2.76549171997,-1676.31192843,30,-1448.84725802,2.78000226728e-08,-1368.52535203,0.00721133340092,-6.49957648061e-09,0.0079990196754,0.669168035134
644,1.01421459092,103.214062311,0.819980556012,-1235.00538557,-0.00464409499821,2.75719701918,-1663.00086855,31,-1436.06871181,5.31228914746e-08,-1356.53217448,0.00739139022115,1.30836754413e-08,0.00464410808189,0.667160960373
640,1.00765697731,101.24640344,0.835041565538,-1234.71521462,-0.00380059096335,2.73917554001,-1655.28290154,32,-1443.87643114,4.32213572155e-08,-1363.6404466,0.00804978898526,-4.7239401137e-10,0.00380059049096,0.662800290001
646,1.00731177701,102.772739003,0.817936915801,-1249.07753832,-0.00669724367677,2.73823013897,-1588.5965034,33,-1429.43894993,2.32041001413e-08,-1350.22245955,0.00655492617203,-6.04639312875e-09,0.00669723763037,0.662571530628
646,0.992619261879,104.962065811,0.819364375751,-1234.65667559,-0.00284425939259,2.69829275993,-1588.56705469,34,-1435.28649701,-1.85734966296e-09,-1356.08083391,0.00508944678246,1.41604345158e-09,0.00284426080863,0.652907854084
646,0.985648409265,107.991225015,0.810065200864,-1243.07496521,-0.00438665404422,2.6795487655,-1644.95223254,35,-1434.90690488,-1.24013083136e-08,-1355.70240492,0.00705543283776,-4.3650248017e-09,0.00438664967919,0.648372356173
645,0.974885151523,104.250982226,0.818378919295,-1235.06177305,-0.00038049448335,2.65086274595,-1647.1475126,36,-1434.23622114,-2.73845956467e-08,-1354.87191453,0.00876444975042,-1.04332166313e-09,0.000380493440029,0.641431179239
644,0.968166694778,103.632578684,0.831038508911,-1248.11415172,-0.00604533820355,2.63311273237,-1675.94950561,37,-1439.83811156,3.38823425428e-08,-1360.19482248,0.00784528429707,-5.60010221743e-09,0.00604533260345,0.637136195592
640,0.955725596088,95.0721321138,0.852849243406,-1237.15053924,-0.00341844032642,2.60055685238,-1647.06158775,38,-1448.63118017,2.82744094249e-08,-1368.21684742,0.00598389407689,1.48251045137e-08,0.00341845515153,0.629258625724
645,0.934071109432,103.481838071,0.824479748179,-1233.89106651,-0.00595793175514,2.54484847376,-1619.28464435,39,-1436.06329251,-4.67068227983e-08,-1356.57344047,0.0052151804794,-8.85242200717e-09,0.00595792290272,0.615778828987
643,0.934814826387,104.856957856,0.811411674266,-1244.20900532,-0.00555412258556,2.54674182469,-1704.75270898,40,-1435.02354059,2.65972990299e-08,-1355.28925319,0.00467175047381,-2.2588008163e-08,0.00555409999755,0.616236964483
645,0.928226903814,104.578590809,0.824522212239,-1230.60369634,-0.00677987504631,2.53001923079,-1588.57610213,41,-1438.34764572,4.38502308908e-08,-1358.84203035,0.00828903266541,1.36249323147e-08,0.00677988867124,0.612190586322
642,0.924901173252,103.339769424,0.828155178935,-1235.58536467,-0.00462878281795,2.52161904463,-1668.88722794,42,-1445.78349816,-1.65177607148e-08,-1365.84374942,0.00878819450858,2.34635200537e-09,0.0046287851643,0.610157987191
644,0.91362281217,101.488155973,0.829537354106,-1240.86606374,-0.00279461619063,2.49333909008,-1620.62038166,43,-1438.62152356,-1.89891248281e-08,-1359.07299078,0.00815220670948,-3.6117340533e-09,0.00279461257889,0.603315066098
645,0.915418759721,106.211392213,0.817464675085,-1234.23542243,-0.00402933309194,2.49782101976,-1638.9335524,44,-1435.85273668,9.62739321597e-09,-1356.39715542,0.00669752972647,-1.05408772585e-08,0.00402932255107,0.604399561871
642,0.919134245056,102.858992417,0.831217547759,-1231.00699065,-0.00339485107977,2.5071188995,-1684.26666003,45,-1443.47246696,2.56172100754e-08,-1363.46545897,0.0062494864218,-2.13176036721e-08,0.00339482976216,0.606649376568
643,0.924496696132,101.815061864,0.827841885205,-1235.17269351,-0.0034503730618,2.52059931367,-1619.129892,46,-1434.79137042,4.06947360809e-08,-1355.05180001,0.00624519654104,1.28438873078e-08,0.00345038590569,0.609911242151
643,0.905609682935,104.843319385,0.829174198241,-1241.07444062,-0.00579643745519,2.47343947729,-1662.3956926,47,-1447.93738194,1.14268244866e-08,-1368.12344975,0.00846547774072,-1.35692686864e-08,0.00579642388593,0.598499942373
648,0.899573341745,111.175917641,0.799406223681,-1235.5280358,-0.00643202294799,2.45855392502,-1588.5965034,48,-1432.65627337,-5.37048576721e-08,-1353.96875739,0.00715232960852,2.95067991651e-09,0.00643202589867,0.594898074507
644,0.912554577726,104.436860857,0.827017872985,-1248.0149037,-0.011725679655,2.49067704148,-1690.72044499,49,-1441.20397945,-2.74776870146e-08,-1361.53312613,0.00887759730738,-3.85130829161e-09,0.0117256758037,0.60267092827
645,0.909850970644,102.185710906,0.828954962695,-1245.21361031,-0.00409026103629,2.48395232398,-1588.5965034,50,-1440.68374923,1.07748119316e-08,-1361.18121212,0.00729752094032,-2.51011978101e-08,0.0040902359351,0.601043743505
644,0.916161433595,103.319756514,0.82877538621,-1237.60066418,-0.000955784169854,2.4996767752,-1588.5965034,51,-1444.05502897,4.94526142258e-08,-1364.44628178,0.00688293623187,-4.10745808625e-09,0.000955780062396,0.604848600359
645,0.892951742548,107.539798716,0.81997797925,-1235.36453417,-0.00536250444352,2.44232814592,-1588.5965034,52,-1444.40376704,-2.31148999941e-08,-1364.84233703,0.00504602626114,3.82192788449e-09,0.00536250826545,0.590971910981
644,0.877093390363,101.894257098,0.831154625923,-1235.26752517,-0.00612486715869,2.40390233634,-1614.93179441,53,-1439.71482638,4.34609903621e-09,-1359.96574633,0.00644984916865,-9.18299531026e-09,0.00612485797569,0.581673989996
646,0.874223605531,105.464212504,0.818973139544,-1250.07169391,-0.00426387676211,2.39701354328,-1588.5965034,54,-1433.94751802,-6.31965317854e-08,-1354.62224248,0.00652606343378,1.63315477427e-08,0.00426389309366,0.580007103749
647,0.877641991514,106.580422107,0.811154441524,-1240.7484561,-0.00530167926865,2.40522148173,-1588.5849687,55,-1431.7841934,-5.42605014253e-08,-1352.73851454,0.00730906832411,5.36287389204e-09,0.00530168463152,0.581993184564
644,0.882674948114,101.894600065,0.828163089235,-1237.34003715,-0.00794163177869,2.41735737115,-1646.50722153,56,-1440.61259289,-1.48666807753e-08,-1360.96970079,0.00819531150874,6.22397562019e-08,0.00794169401845,0.584929714518
644,0.872337595361,104.883630195,0.824881885499,-1239.65569215,-0.00533226530064,2.39249701181,-1588.58535126,57,-1445.41894414,-4.94407359497e-09,-1365.7462871,0.0064753458997,-5.51714748676e-09,0.00533225978349,0.578914235357
638,0.882273391622,93.8322742342,0.860292139658,-1238.26478692,-0.00170434616166,2.41638686047,-1699.16538828,58,-1459.48999138,-4.26871797909e-08,-1378.7647372,0.00897612012845,-2.35010005876e-09,0.00170434381156,0.584694879347
646,0.877086833852,108.081075069,0.806994988212,-1231.94487431,-0.007014103744,2.40388657518,-1721.99624824,59,-1434.44441254,-1.35016742231e-09,-1355.19393257,0.0067162010787,-3.37028819101e-08,0.00701407004112,0.581670176257
649,0.846369341749,107.994028397,0.802803855416,-1239.00636074,-0.00553761092341,2.33116779537,-1588.5965034,60,-1428.52313422,-6.01467906591e-08,-1349.81012678,0.00722753261859,-1.78492355027e-08,0.00553759307417,0.564074360422
645,0.848122433561,102.46450763,0.825682171402,-1251.82216184,-0.00375092691101,2.33525813086,-1588.56899029,61,-1438.93883348,-5.65598168301e-08,-1359.52081453,0.00741969023511,-9.86574253973e-09,0.00375091704526,0.565064101865
644,0.880075053114,101.160197011,0.834118763127,-1247.35086619,-0.00504107935872,2.41108065874,-1588.5965034,62,-1442.14804707,-2.50922632672e-08,-1362.44784505,0.00433604068653,-1.38597009878e-08,0.00504106549902,0.583410933869
649,0.911738411325,110.649620929,0.794720643021,-1239.72595387,-0.00622836709643,2.48864506389,-1599.03854214,63,-1430.23014278,-4.25887182187e-08,-1351.43460376,0.00676130062266,-5.43684335562e-09,0.00622836165958,0.602179249181
648,0.935292259592,110.923109638,0.806846208997,-1235.53540214,-0.00433288910469,2.5479580141,-1588.58540608,64,-1437.09670935,2.90556156357e-08,-1358.13414575,0.0087017027775,3.95473627113e-09,0.00433289305943,0.616531246716
644,0.944463805097,102.38180362,0.826833919547,-1242.62708037,-0.000748318854226,2.57143421895,-1588.5965034,65,-1440.38628396,2.64689321017e-08,-1360.81684235,0.00708994574577,-3.36091529764e-09,0.000748315493311,0.622211801013
643,0.943082050222,102.507933581,0.828848103028,-1243.69951016,-0.00500829111095,2.5678835808,-1665.42630832,66,-1440.80160494,2.10305556858e-08,-1361.0077334,0.00667976685181,-5.16603283377e-09,0.00500828594492,0.621352650528
643,0.929582224029,101.949053562,0.725583307071,-1246.66777533,-0.000575368667259,2.53345054174,-1588.59638813,67,-1448.41512082,-2.5147075533e-08,-1368.51574788,0.00171233798448,-1.01863141298e-08,0.000575358480945,0.613020863118
645,0.917625740903,106.777898726,0.817950280767,-1246.54891937,-0.00468182464885,2.50333975138,-1588.59324731,68,-1437.20405435,-1.00871833109e-09,-1357.92215618,0.00728435411599,-5.49218140182e-09,0.00468181915667,0.605734933358
645,0.884744421381,101.846267588,0.82483374855,-1248.94197564,-0.00175497689503,2.42236520761,-1588.5965034,69,-1436.94446773,1.73530296799e-08,-1357.53903069,0.0070662228176,4.05732787964e-09,0.00175498095236,0.586141464335
650,0.875038043398,110.229831746,0.793866402052,-1245.39079274,-0.00349914025803,2.39896655707,-1588.57595557,70,-1424.93566266,-6.12453709969e-09,-1346.32851771,0.00581654070929,1.27056000535e-09,0.00349914152859,0.580479675911
646,0.849544958013,107.235294742,0.816518593415,-1245.34953788,-0.0049146183372,2.33858245656,-1588.5965034,71,-1440.15486902,-1.13481779529e-09,-1360.85062733,0.00668128443762,-4.54280614479e-09,0.00491461379439,0.565868491363
648,0.837978378671,108.061371251,0.810750539944,-1246.17584778,-0.00479318466581,2.31168889015,-1588.5965034,72,-1434.4453092,1.53782404588e-08,-1355.40782572,0.00449769677746,3.98970697763e-09,0.00479318865552,0.559361035612
644,0.842312053579,101.054680424,0.832275489418,-1250.7555501,-0.00464072470729,2.32172873729,-1588.59275762,73,-1438.89028022,5.59105841624e-08,-1359.24828524,0.00780170546033,-5.15223374661e-10,0.00464072419206,0.561790384699
644,0.882939354318,105.783625299,0.823274468323,-1247.30628071,-0.00194180732643,2.41799661994,-1656.71487286,74,-1442.96058986,-4.0402568624e-08,-1363.25648924,0.00630355373736,-2.37684000636e-09,0.00194180494959,0.585084394012
645,0.864206985372,106.462661814,0.817716678608,-1249.27490562,-0.00389506012712,2.373123418,-1665.72041211,75,-1438.16181432,-2.34802400856e-08,-1358.67888399,0.00823671994866,4.24318689268e-09,0.0038950643703,0.574226392827
646,0.839529708761,108.70842349,0.812362601867,-1242.63958575,-0.00285675613268,2.31527786581,-1672.59923805,76,-1436.53893209,4.41744479884e-08,-1357.28003919,0.00699457869832,3.08953215142e-11,0.00285675616358,0.560229462652
645,0.830594018835,102.649667266,0.831449639555,-1256.43241415,-0.00639445435464,2.29468141948,-1588.58493345,77,-1441.18220812,-5.29906536428e-08,-1361.64755885,0.00755484166654,-3.80797728497e-09,0.00639445054666,0.555245725612
645,0.854583457845,104.116649326,0.82879394064,-1238.49694149,-0.00287401779804,2.35039513799,-1588.58498695,78,-1440.63340178,2.81987572182e-08,-1361.12791451,0.00393046321094,2.51343234358e-09,0.00287402031147,0.568726814445
645,0.847621098894,104.210119186,0.825848715476,-1240.22523438,-0.00584688969119,2.33408767843,-1588.58584835,79,-1437.66538488,-7.13160874799e-09,-1358.21080368,0.00683409123155,1.52269287688e-09,0.00584689121388,0.56478088664
648,0.831891492742,109.361502922,0.806266313831,-1248.79168031,-0.0050052758477,2.29766064106,-1588.5965034,80,-1433.58762638,-3.05856562299e-09,-1354.68863845,0.00829244286996,1.77965536764e-08,0.00500529364425,0.555966610016
644,0.839264110464,104.886103544,0.82767466129,-1257.09491555,-0.00621434712087,2.3146630136,-1588.5965034,81,-1445.97486674,3.00672760023e-08,-1366.31150495,0.00871623021319,2.78904094453e-09,0.00621434990991,0.560080686419
646,0.836844281095,105.097055049,0.822408768576,-1256.47979796,-0.00485357146788,2.30906869544,-1588.5965034,82,-1437.10922666,1.77061736384e-08,-1357.6472233,0.00830476665137,-1.63607786661e-09,0.00485356983181,0.5587270252
646,0.824464515585,106.574387957,0.823323623823,-1255.7835997,-0.00459055670356,2.28065918084,-1588.5965034,83,-1443.32737985,1.00403404479e-08,-1363.8633411,0.0073261624105,-6.40680589799e-09,0.00459055029676,0.551852754369
646,0.819923416513,107.583352409,0.816891469967,-1248.92055683,-0.000883174420633,2.2703259614,-1588.5815829,84,-1440.59923141,-2.82590087997e-08,-1361.28367365,0.00651959203461,-2.22942240891e-08,0.000883152126409,0.549352417774
646,0.815306679147,107.842279194,0.820201718797,-1249.07153162,-0.00272958965193,2.25986862067,-1588.59262186,85,-1441.42625951,6.3416578211e-08,-1362.10131428,0.00662512448242,-3.5334346558e-09,0.0027295861185,0.546822047462
647,0.809403256315,107.365314657,0.818128927712,-1257.21362592,-0.00347649838492,2.24656696194,-1588.5965034,86,-1438.55826298,-9.86447135087e-09,-1359.39859196,0.00752752171898,-3.50356850416e-09,0.00347649488135,0.543603435462
648,0.802828089136,108.198675802,0.812242700255,-1257.28200837,-0.005171403249,2.23184386505,-1588.5965034,87,-1434.46781798,-3.8910309641e-08,-1355.50222194,0.00930356951985,7.06044467919e-09,0.00517141030945,0.540040877039
647,0.793686167139,106.186646023,0.817639622975,-1255.04651281,-0.00666716212402,2.21153350185,-1588.5965034,88,-1435.96975011,6.74904307996e-08,-1356.90075174,0.00746893157935,4.68787238856e-09,0.00666716681189,0.535126363742
647,0.769807413953,106.251805949,0.816738796315,-1254.81174427,-0.0044121444419,2.15935035299,-1588.5965034,89,-1435.76271863,-3.01626659205e-08,-1356.56245794,0.00708746309024,-1.08170324288e-08,0.00441213362487,0.522499569404
646,0.764314011472,104.739287805,0.824541386632,-1255.75788939,-0.00509322767017,2.14752069469,-1588.5965034,90,-1439.61627217,4.45964518647e-08,-1360.20142527,0.00687264803526,8.583806129e-09,0.00509323625398,0.519637138414
650,0.76024951114,113.395610443,0.799060880956,-1231.04843189,-0.00910249676562,2.1388098108,-1588.5965034,91,-1433.82975494,4.13929950316e-08,-1355.11531589,0.00681440829356,-2.67120157304e-08,0.0091024700536,0.517529359528
646,0.776196197408,106.442621505,0.823047653114,-1255.28101658,-0.00525832712035,2.17319013742,-1588.5965034,92,-1441.49825741,-8.14375078484e-09,-1362.2116629,0.00654659241999,1.32792226994e-08,0.00525834039957,0.525848392069
645,0.768992856878,103.518428053,0.825727909014,-1244.53504937,-0.00712603551177,2.15759215506,-1588.5965034,93,-1438.92588861,4.84888071917e-08,-1359.38498787,0.00876783516406,-9.65365820346e-09,0.00712602585811,0.522074136976
646,0.762396291631,107.275971151,0.808919913061,-1246.71891126,-0.00887156144362,2.14340629804,-1588.5965034,94,-1437.71770062,5.50719791992e-09,-1358.43980134,0.00980196477073,-1.66964630273e-08,0.00887154474715,0.518641574875
649,0.759526804823,108.851050304,0.803427766711,-1250.75524738,-0.00779544019101,2.13726463786,-1588.59426929,95,-1430.49597377,-3.13423791365e-08,-1351.66596242,0.00779907103339,-1.54346110696e-08,0.0077954247564,0.517155472912
647,0.760561005014,105.852426817,0.817417830068,-1254.96199076,-0.00824169803378,2.13947614073,-1588.5965034,96,-1436.12450495,7.92611187794e-09,-1356.89643201,0.00809074731444,-1.74883430075e-08,0.00824168054544,0.517690591863
648,0.760393217939,106.4458493,0.809079832097,-1238.03337995,-0.00625957346177,2.1391171944,-1588.58442608,97,-1429.68298276,1.98136583807e-08,-1350.73830599,0.006876493552,1.81840283537e-09,0.00625957528017,0.51760373736
647,0.761190191644,106.177804507,0.817707186854,-1252.99397538,-0.00633296542037,2.14082269408,-1588.5965034,98,-1438.50138464,-6.45417808087e-08,-1359.33068906,0.00953964841493,4.09421383665e-09,0.00633296951459,0.518016418354
644,0.752022758859,102.075418141,0.832432350901,-1232.13931298,-0.00293728061237,2.12128653098,-1588.5961857,99,-1444.20802053,-3.97390012008e-08,-1364.45672332,0.00985633559236,2.14600706411e-08,0.00293730207244,0.513289238814
649,0.751774445909,110.591372122,0.800220190914,-1242.76725667,-0.00719895386541,2.12075985346,-1588.59398666,100,-1431.43236942,-2.25117381403e-08,-1352.70614411,0.00792568284118,2.72603711706e-08,0.00719898112578,0.513161798273
645,0.749670819181,105.705095885,0.657000712826,-1241.85622424,-0.0107415723567,2.1163032555,-1704.37860817,101,-1440.76296598,-5.4477507172e-08,-1361.23624759,0.00690396286152,-1.40169110177e-07,0.0107414321876,0.512083432036
645,0.750866667169,103.937176596,0.826986817217,-1251.45724233,-0.00143896883824,2.11883554631,-1588.58567927,102,-1441.57555179,-3.29841391977e-08,-1362.04502299,0.00883501190808,3.87149598556e-08,0.0014390075532,0.512696172277
646,0.751139537233,105.354944916,0.818061617516,-1249.62637718,-0.0047822146311,2.11941379199,-1588.58084499,103,-1438.24699849,3.74173707574e-08,-1358.93856131,0.00535713157983,3.72939931352e-08,0.0047822519251,0.512836090803
647,0.74805016889,107.20115365,0.807907591489,-1246.99968604,-0.0086917592378,2.11287624575,-1588.5965034,104,-1433.7013096,-3.18202952876e-09,-1354.65179225,0.00985855540132,-8.09109557272e-09,0.0086917511467,0.511254196005
647,0.743332699674,107.449078144,0.811918479857,-1246.79188545,-0.0102054063553,2.1029322907,-1588.58063673,105,-1434.43686919,4.59874778258e-08,-1355.32463305,0.00719539870857,3.11008692307e-08,0.0102054374561,0.508848049996
647,0.742416099447,105.725737359,0.818431970761,-1245.05472416,-0.0013113160342,2.10100562561,-1588.5965034,106,-1435.85574816,-4.11575086234e-08,-1356.62889066,0.00781127654718,-1.7590826511e-08,0.00131129844338,0.508381853448
647,0.743052677053,106.022398792,0.815896228699,-1239.06128224,-0.00609337091413,2.10234350453,-1588.5965034,107,-1430.68186532,-4.71844886496e-08,-1351.58961316,0.00976734938297,4.73963984984e-09,0.00609337565377,0.508705580979
645,0.748097614187,104.284125901,0.825252883467,-1240.10965352,-0.00141048106657,2.11297649417,-1588.58855351,108,-1440.59398628,-1.89218184454e-08,-1361.0971015,0.00948464665686,9.18177080093e-08,0.00141057288428,0.511278453187
646,0.754016474622,104.218922376,0.816914280265,-1235.18020641,-0.00745633736479,2.12551999213,-1588.5965034,109,-1431.87723153,7.03126761259e-08,-1352.66679308,0.00918070881308,-1.15008270289e-09,0.0074563362147,0.514313612477
647,0.757563189405,104.75301613,0.817869901903,-1240.77017042,-0.0093342246725,2.13307198979,-1588.59263968,110,-1431.49658473,4.39639832317e-08,-1352.34952492,0.00926293615925,7.45297136809e-08,0.00933429920222,0.51614097482
647,0.756372527021,107.424898773,0.815130643555,-1248.63221622,-0.00645856711644,2.13053373261,-1588.57788549,111,-1438.55867389,-5.56799396589e-08,-1359.43988474,0.00995379699361,1.07282356843e-07,0.00645867439879,0.515526790892
647,0.756805137533,108.063180943,0.815648924057,-1242.85558341,-0.00981769552656,2.13145562329,-1588.5965034,112,-1438.11571118,-5.87221415937e-09,-1358.9451232,0.00876774175987,9.84845420038e-08,0.0098177940111,0.515749861448
646,0.751007512945,106.172518054,0.82409022921,-1247.65736785,-0.0109874980219,2.11913399636,-1588.5965034,113,-1442.41993628,-2.60484066539e-08,-1363.11361835,0.00984625820494,5.05496720508e-09,0.0109875030769,0.512768388452
649,0.749972895521,109.154689607,0.806896946668,-1251.39575409,-0.00426897801076,2.11694263721,-1588.5965034,114,-1433.78369957,2.95275879303e-08,-1354.9825124,0.00792119652276,1.19638227268e-07,0.00426909764899,0.512238143691
647,0.74938400163,107.011736516,0.814819352002,-1241.0008395,-0.00400136684567,2.11569634962,-1588.5965034,115,-1435.77042547,5.60724516818e-08,-1356.65122962,0.0080181219339,-9.29959942162e-09,0.00400135754607,0.511936578581
645,0.768182174104,102.365059973,0.830728862974,-1243.41085434,-0.00546273470023,2.15584374106,-1588.56397976,116,-1442.68698166,1.65874347591e-08,-1363.15084347,0.00650867357988,2.07319582286e-08,0.00546275543219,0.521651071975
