NumTrajs,MeanKL,AverageDiscountedReturn,dLoss,MaxReturn,AveragePolicyStd,StdReturn,AverageReturn,ExplainedVariance,Perplexity,LossAfter,Iteration,MinReturn,MeanKLBefore,Entropy,LossBefore
55,0.00723595068843,-31.8083500809,0.013636443575,3.0,0.732075943841,187.254267404,-36.0545454545,-0.000121884650441,3.02547320671,-0.0136364459464,28,-1000.0,-2.24396410897e-08,1.10706751122,-2.37134688471e-09
54,0.00682957548619,0.213489252834,0.0158751208524,2.0,0.730061142317,0.515866232488,0.259259259259,-12217.2436047,3.01714657328,-0.0158751249149,29,0.0,-6.34073984429e-08,1.10431154146,-4.06250439695e-09
54,0.00657162203397,0.12303440521,0.0128396363906,2.0,0.730867202576,0.404026374616,0.148148148148,-0.765732851132,3.02047780379,-0.0128396525762,30,0.0,4.39900477156e-09,1.10541503205,-1.61856856224e-08
54,0.00889646879818,0.0727625263292,0.0199745553222,1.0,0.732905262455,0.28986066375,0.0925925925926,-3.04742014916,3.02890055775,-0.0199745563422,31,0.0,1.94015775667e-08,1.10819970145,-1.01997846822e-09
54,0.00642443825646,0.148540845722,0.0145725500006,3.0,0.739816720146,0.610830463054,0.185185185185,0.0407288477114,3.05746375565,-0.0145725449111,32,0.0,-8.44749364903e-09,1.11758573427,5.0894821274e-09
54,0.00776724834516,0.164382386557,0.0125382882152,2.0,0.739990105901,0.446369288637,0.203703703704,0.046272361033,3.0581803124,-0.0125383049109,33,0.0,1.03413645425e-08,1.11782006993,-1.6695694333e-08
54,0.00797590391832,0.315796230695,0.00980643994071,3.0,0.745777584015,0.749256604598,0.351851851852,-0.29222159527,3.08209840466,-0.00980646576262,34,0.0,2.46466470011e-08,1.12561066522,-2.58219107793e-08
54,0.00841670407628,0.0750366325477,0.0159083322939,1.0,0.724440923384,0.28986066375,0.0925925925926,-8.94811604422,2.99391971828,-0.015908331551,35,0.0,1.3189994541e-08,1.09658347144,7.42843336376e-10
54,0.00740883076569,0.460411302985,0.0151488859901,6.0,0.724373867879,1.25830573921,0.5,0.0437477381612,2.99364259589,-0.0151488739916,36,0.0,8.84334577789e-09,1.09649090542,1.19985176735e-08
54,0.0071681495467,-10.2775856232,0.00883430725653,10.0,0.731330577417,134.903863804,-17.9444444444,-0.0102916434452,3.02239280752,-0.00883431368953,37,-1000.0,-1.39911581765e-08,1.10604883804,-6.43299936156e-09
54,0.00987526638901,0.478130987007,0.0132623884748,11.0,0.726637469073,1.5956043873,0.518518518519,-23742368.3372,3.00299745152,-0.0132623893894,38,0.0,1.15877607509e-08,1.09961094035,-9.14575388426e-10
54,0.00577841751672,0.190525898686,0.00826853855605,2.0,0.706464038341,0.532870169257,0.222222222222,0.0353637614327,2.91962608181,-0.00826855010827,39,0.0,8.94636670301e-09,1.07145555391,-1.15522112312e-08
54,0.0099866633563,0.22774881573,0.0074747578781,4.0,0.696809833379,0.698813417189,0.259259259259,0.075737227145,2.87972784627,-0.00747475309302,40,0.0,-7.62292945433e-09,1.05769579186,4.78508186328e-09
54,0.0066011522018,0.355126760658,0.0143673473805,5.0,0.701756875557,0.933303938397,0.407407407407,0.0240614759076,2.90017264259,-0.014367334549,41,0.0,1.22400302671e-08,1.06477026715,1.28314847657e-08
54,0.00956883596917,0.745081030933,0.0102077197682,10.0,0.700857753342,1.85638334459,0.87037037037,0.055688324541,2.89645681202,-0.010207740761,42,0.0,1.9292988318e-08,1.06348820104,-2.09928058414e-08
54,0.00750874558901,0.480440612009,0.00824889280747,6.0,0.694783581609,1.46764370749,0.648148148148,0.00169519621109,2.87135389205,-0.00824889153522,43,0.0,-5.9174565803e-09,1.05478365793,1.27225344362e-09
54,0.00755230281872,0.802559038297,0.00474260671811,6.0,0.685196669186,1.55246606779,1.18518518519,0.0677631473371,2.83173375849,-0.00474261234201,44,0.0,4.91530138813e-08,1.04088915958,-5.62389990974e-09
54,0.00736042551804,0.942663967571,0.0104216231647,7.0,0.672053474481,1.94117891576,1.48148148148,0.0602615591672,2.77741646563,-0.0104216375828,45,0.0,-4.16782715007e-08,1.0215211667,-1.44180712762e-08
54,0.0071340638757,1.70213698792,0.00805817854526,11.0,0.670515966051,3.31476308671,2.55555555556,0.0753112943152,2.77106235634,-0.00805818002646,46,0.0,-2.67706823931e-08,1.01923076882,-1.48119875955e-09
54,0.00800886516002,1.16694483985,0.00528530575624,10.0,0.669576647422,2.04417939774,1.68518518519,-0.00845085395535,2.76718040479,-0.00528532024185,47,0.0,-1.20514369595e-08,1.01782889737,-1.44856043132e-08
54,0.00696017044791,1.32513966577,0.00585573324112,8.0,0.675495930679,2.19215773966,2.16666666667,0.0932814571468,2.7916432123,-0.00585573940596,48,0.0,-7.84248010977e-09,1.02663038744,-6.16483403165e-09
54,0.00704322652479,1.54924509488,0.00706859811326,12.0,0.673115817191,2.69098989441,2.40740740741,0.0988431881871,2.78180684266,-0.00706858413489,49,0.0,-5.19561811352e-08,1.02310065998,1.39783701843e-08
54,0.00777257877457,1.73225831887,0.00652666562276,12.0,0.668323852518,2.93230668529,2.64814814815,0.118603949725,2.76200294001,-0.00652667181126,50,0.0,2.40804725049e-08,1.01595611944,-6.18850543672e-09
54,0.00590818991893,1.95688552539,0.00634376568734,16.0,0.666900186865,3.21673649682,3.2037037037,0.101339883041,2.75611931233,-0.0063437959063,51,0.0,-4.13935916654e-08,1.01382364406,-3.02189622982e-08
54,0.00647858621524,1.70288558619,0.00119660614001,12.0,0.664457896741,2.70851930352,2.81481481481,0.0493760785626,2.74602598336,-0.00119659793423,52,0.0,3.7260409147e-08,1.01015476956,8.20578194136e-09
54,0.0062783895199,1.12594678485,0.00555502858999,8.0,0.661941710119,2.13862833109,1.98148148148,0.070482223707,2.73562726001,-0.00555503849301,53,0.0,-7.2165817766e-10,1.0063607551,-9.90302745111e-09
54,0.00752187862635,1.15148362151,0.00535338332914,9.0,0.660778343559,1.97202659437,2.0,0.0689370469143,2.73081937855,-0.00535336868519,54,0.0,-6.26014706739e-09,1.00460170283,1.46439541337e-08
54,0.00683518443901,1.59828393476,0.00832412907478,11.0,0.658326746794,2.57434051379,2.75925925926,0.0920172600121,2.72068758773,-0.00832413367101,55,0.0,-1.5020361066e-09,1.00088463797,-4.59623640926e-09
54,0.00621479756839,1.82615522198,0.00211612951737,18.0,0.65835058512,3.71318231549,2.90740740741,0.0625003296949,2.72078610513,-0.00211615827022,56,0.0,-7.89012971625e-09,1.00092084779,-2.87528447696e-08
54,0.00748870208063,1.82377615033,0.00733278789349,13.0,0.653794307973,2.95908310791,3.05555555556,0.06539414329,2.70195623571,-0.00733275786608,57,0.0,-4.1800991557e-08,0.993976042408,3.00274136101e-08
54,0.00892604065466,2.05772466093,0.00733981958142,12.0,0.649237134308,3.01687071588,3.48148148148,0.100675642011,2.68312266121,-0.00733985274046,58,0.0,2.5984263019e-08,0.986981288332,-3.31590367962e-08
54,0.00882362656939,2.46247420908,0.007204181887,14.0,0.642827889085,3.38276110631,3.96296296296,0.108981957777,2.65663497253,-0.00720413653916,59,0.0,-2.13446719743e-08,0.977060274023,4.53478425376e-08
54,0.00779112323064,1.77481359994,0.006303460099,21.0,0.628413173485,3.60897372642,3.11111111111,0.0498230520982,2.5970628254,-0.00630345995312,60,0.0,4.63049744659e-08,0.954381123918,1.45878355402e-10
54,0.00748563728797,2.75622160835,0.00392006903717,13.0,0.625025124185,3.17747775498,4.57407407407,0.123418323856,2.58306092783,-0.00392006448573,61,0.0,4.5549178096e-08,0.948975101846,4.55144602455e-09
54,0.00850261318944,2.4304788959,0.0060694475808,13.0,0.623950663255,3.55926696727,4.12962962963,0.11409192494,2.57862046946,-0.00606943000541,62,0.0,-2.19695570625e-08,0.94725455417,1.75753894965e-08
54,0.00838732570231,3.4553801426,0.0087033134105,21.0,0.617543016946,4.38607504735,5.61111111111,0.11520117163,2.55213938865,-0.00870335453156,63,0.0,2.69899076422e-08,0.936931983369,-4.11210555482e-08
54,0.00674232147615,2.59053307098,0.00501743932468,15.0,0.59949362778,4.22826889962,4.46296296296,0.0661204729372,2.47754611212,-0.00501743166382,64,0.0,4.76370010105e-09,0.907268599409,7.66085656109e-09
54,0.00802793226801,3.20882517318,0.0056336102084,20.0,0.600344703051,4.90681338124,5.81481481481,0.084695983334,2.48106337758,-0.00563364917859,65,0.0,3.78281715951e-08,0.908687249559,-3.89701900219e-08
54,0.0068040069098,2.6285063885,0.00789810868348,20.0,0.595464086975,4.62047242521,4.27777777778,0.0979772765604,2.4608931025,-0.00789811443543,66,0.0,4.60719249418e-08,0.900524333852,-5.75195546626e-09
54,0.00788473669007,4.16855484338,0.00577377541241,23.0,0.594051852543,5.49426062931,7.12962962963,0.122828771241,2.45505671698,-0.00577379326352,67,0.0,-2.7020979787e-08,0.898149863618,-1.78511056601e-08
54,0.00886916237366,2.69323859055,0.00604938836844,15.0,0.586816586368,4.22404931228,4.83333333333,0.109534942441,2.4251553056,-0.00604941360809,68,0.0,4.27045202533e-08,0.885895565885,-2.52396519487e-08
54,0.00694783196833,3.01537026002,0.00331055902542,18.0,0.584281767765,4.20973624907,5.01851851852,0.148267615275,2.41467958128,-0.00331053664781,69,0.0,-4.134056375e-08,0.881566599744,2.23776145116e-08
54,0.00894953671217,3.01955650065,0.00696744815887,16.0,0.581770589951,4.19369832298,4.92592592593,0.103581559185,2.40430155799,-0.00696740818381,70,0.0,-1.76444980848e-09,0.877259448904,3.99750613588e-08
54,0.00642162599348,4.11478963107,0.00580676014575,19.0,0.580978361895,4.44062335742,6.94444444444,0.176236396025,2.40102749227,-0.00580676792472,71,0.0,-4.24221469064e-08,0.875896767515,-7.77896416459e-09
54,0.00756154720245,3.75680105283,0.00822497150682,15.0,0.579453711472,3.77981970959,6.5,0.205330872072,2.39472652166,-0.00822495152006,72,1.0,-2.9867635476e-08,0.873269037145,1.99867572047e-08
54,0.00899596221939,4.54093924591,0.00465271570497,22.0,0.57831203991,4.80611750086,8.11111111111,0.11888404995,2.3900082998,-0.00465271903425,73,0.0,8.03645061609e-09,0.871296838659,-3.32927134441e-09
54,0.00994834061846,3.2468585761,0.00840158681937,17.0,0.577869234476,3.8765235511,5.48148148148,0.137977955887,2.3881783039,-0.00840157087931,74,0.0,-8.03993260856e-09,0.870530859369,1.59400586685e-08
54,0.00646204960876,4.33438923867,0.0030245611748,19.0,0.5751159449,5.23104717961,7.31481481481,0.131099750687,2.37679969774,-0.00302459286212,75,0.0,-2.5505135004e-08,0.865754917997,-3.1687324139e-08
54,0.00946334526932,4.26875233603,0.00662684638074,20.0,0.573014000699,4.34790995625,6.94444444444,0.237800459938,2.36811292704,-0.00662684941874,76,0.0,2.3376978131e-08,0.862093404668,-3.03800494825e-09
54,0.00873493780783,3.31102640083,0.00705331271515,24.0,0.570537511623,5.09111089556,5.31481481481,0.120122096797,2.35787826299,-0.00705335396966,77,0.0,-2.62821312491e-08,0.857762173551,-4.12545102398e-08
54,0.00476973112871,5.00521677625,0.0037413810308,22.0,0.56582231908,5.02531315351,8.92592592593,0.158667950246,2.33839163892,-0.0037414005768,78,0.0,-3.31905640749e-08,0.849463359254,-1.95459979663e-08
54,0.00824648585891,4.16446459751,0.00744300828511,30.0,0.563779241303,5.73811170386,7.0,0.0826629001985,2.32994814734,-0.00744302047167,79,0.0,-3.05973709702e-08,0.845846012968,-1.21865579543e-08
54,0.00934847050631,4.9411228777,0.00450112080707,30.0,0.562487948216,6.98864942965,8.53703703704,0.143037430018,2.32461157991,-0.00450112820375,80,0.0,4.40226974874e-08,0.843552962679,-7.39667251526e-09
54,0.00728993336045,3.79786550435,0.00959620642268,15.0,0.560085193197,3.99536768808,6.33333333333,0.139850754335,2.31468163891,-0.00959621209037,81,0.0,-3.61588715636e-08,0.839272157091,-5.66769165805e-09
54,0.00680397996958,3.99397988828,0.00284816257256,18.0,0.5596934059,4.61809674631,7.31481481481,0.171317032663,2.31306248726,-0.00284813789564,82,0.0,3.44658379614e-09,0.838572398561,2.46769200971e-08
54,0.00913372402541,4.22890782597,0.0076412108185,19.0,0.560664866713,4.10643711613,7.62962962963,0.198335278559,2.31707727382,-0.00764121737679,83,0.0,4.55192330495e-08,0.840306595701,-6.55828823786e-09
54,0.00895454612926,4.70951211824,0.00537338363131,18.0,0.559949371479,4.27617414226,8.46296296296,0.226760058326,2.31412032423,-0.00537337549269,84,0.0,3.36199025286e-08,0.839029625791,8.13861456743e-09
54,0.00969220639914,4.77832083682,0.00942740279823,19.0,0.556195840998,5.29412672476,8.5,0.203780958176,2.29860799113,-0.00942738377051,85,0.0,2.40602980872e-08,0.832303718465,1.90277164422e-08
54,0.00977544119055,4.64311531931,0.00598954938241,24.0,0.555283289962,5.47362424855,8.24074074074,0.101992511253,2.29483666285,-0.00598954184569,86,0.0,5.49417158435e-08,0.830661670107,7.53671692287e-09
54,0.00943695868127,4.75031316069,0.0110980682129,28.0,0.553720809807,6.12033535038,8.2037037037,0.161602191344,2.28837935212,-0.0110980691993,87,0.0,5.60147278561e-08,0.827843860525,-9.86457164068e-10
54,0.00862711421374,3.88799992256,0.006699647574,21.0,0.554204600505,4.85580839526,6.7037037037,0.11557338198,2.2903787291,-0.00669957287929,88,0.0,-7.63951091276e-09,0.82871718778,7.46947098875e-08
54,0.00977746314977,5.21657982116,0.00913467478573,24.0,0.553249873343,5.74292073304,8.98148148148,0.174212145401,2.28643309823,-0.00913466737069,89,0.0,2.4800978049e-08,0.826993004221,7.41504395174e-09
54,0.00667118502354,4.79562295629,0.00960912153365,27.0,0.550227443023,5.31533098539,8.68518518519,0.156221563662,2.27394220568,-0.00960913459948,90,0.0,3.39912088476e-08,0.821514979738,-1.30658291719e-08
54,0.00838763098191,5.58261244184,0.00731632787276,27.0,0.54924862924,6.03590082468,9.88888888889,0.177272453098,2.26989703127,-0.00731632997841,91,0.0,1.86502525645e-08,0.819734469789,-2.10564400013e-09
54,0.00898996044165,6.18264554261,0.00793040452421,27.0,0.549623014959,5.52910369358,11.0555555556,0.253389238122,2.27144426687,-0.00793042739898,92,1.0,1.09276676596e-09,0.820415870088,-2.28747677756e-08
54,0.00973451298181,6.42737632946,0.00925711137534,25.0,0.54641377539,6.20754441641,11.1481481481,0.228218178885,2.25818134188,-0.00925707316099,93,0.0,-6.03848837599e-09,0.814559773344,3.82143507908e-08
54,0.00743265318226,4.9946842322,0.00650313500227,30.0,0.542904956368,5.7523478835,8.61111111111,0.169833283202,2.24368033549,-0.00650310599911,94,0.0,1.90516622478e-08,0.808117524522,2.90031559453e-08
54,0.00901260317376,5.42394282542,0.00741364183206,33.0,0.540567551692,6.88911289958,9.72222222222,0.163076361694,2.2340204699,-0.00741361148897,95,0.0,2.22223852653e-08,0.803802863496,3.03430889575e-08
54,0.00945243028046,5.29815678269,0.00648163269583,29.0,0.539032503091,6.10763088332,9.25925925926,0.137943193142,2.22767652642,-0.00648164090535,96,0.0,6.87968126911e-09,0.800959125894,-8.20951962622e-09
54,0.00648121113788,4.90192511919,0.00464269291623,21.0,0.538216342206,4.79772608461,8.98148148148,0.219101937624,2.22430355274,-0.00464261746568,97,0.0,2.42609643486e-08,0.799443856615,7.54505458926e-08
54,0.00996691681321,4.93511674799,0.0109114636834,23.0,0.537625268631,5.38057778347,8.88888888889,0.178374710652,2.22186080444,-0.0109114456827,98,0.0,-1.09875573084e-08,0.798345044988,1.80007232901e-08
54,0.00952398723409,5.84262512791,0.00682001877352,25.0,0.532275368738,5.91816621582,10.1111111111,0.22385508158,2.19975110541,-0.00682003982584,99,0.0,3.69119709243e-08,0.78834422006,-2.10523169402e-08
54,0.00759403572826,7.56168192158,0.00741295125478,32.0,0.531412453227,7.17058941355,13.0925925926,0.21509310207,2.19618490742,-0.00741297288541,100,0.0,7.38521419574e-08,0.786721722025,-2.16306282459e-08
54,0.00687013886985,7.03880469233,0.00581607091201,38.0,0.529702435402,7.27926193518,12.7777777778,0.184989188819,2.18911786314,-0.00581614520022,101,0.0,-1.23279756403e-08,0.783498660463,-7.42882114368e-08
54,0.00650064840981,6.28525820181,0.00629812585932,28.0,0.528987511905,5.63404432166,10.8703703704,0.222014603395,2.18616327639,-0.00629813742249,102,0.0,2.79137079007e-08,0.782148078817,-1.1563168984e-08
54,0.00681662820507,5.8681242174,0.00433728182014,28.0,0.525310413998,5.45526764974,10.4074074074,0.220316133367,2.17096681858,-0.00433731894306,103,1.0,-5.76964653831e-09,0.775172606844,-3.71229221026e-08
54,0.00823120459436,6.12482981406,0.00669176923681,26.0,0.524728353212,5.65081904063,10.6481481481,0.242814290119,2.16856131771,-0.00669173000853,104,1.0,-5.12357356541e-09,0.774063960451,3.92282843047e-08
54,0.00961150857129,7.13455895953,0.00776861492958,29.0,0.5236293949,6.03570196553,12.4259259259,0.297015664839,2.16401961824,-0.00776867184689,105,2.0,-5.35074895502e-08,0.771967426675,-5.69173057679e-08
54,0.00734526648236,6.97702310228,0.00487036789689,29.0,0.516058255979,7.11672714193,11.9814814815,0.249121032193,2.13273013504,-0.0048703935078,106,0.0,4.14818324135e-08,0.757402912515,-2.5610916577e-08
54,0.00654619945642,6.20865146891,0.00589221883009,28.0,0.514294943628,6.51380827295,10.5740740741,0.233596040818,2.1254428388,-0.00589219087421,107,1.0,-2.29960182008e-08,0.753980175394,2.79558811182e-08
54,0.00907416716728,6.53219767103,0.00556460713855,26.0,0.513612784981,6.60924343366,11.2777777778,0.220340764697,2.12262366037,-0.00556458901262,108,1.0,4.68955392297e-08,0.752652899164,1.8125922886e-08
54,0.00951948969206,7.09530929984,0.0038404505109,22.0,0.513000783896,5.13257035642,11.9074074074,0.308596582503,2.1200944243,-0.00384047441721,109,1.0,-1.71051419695e-08,0.751460627454,-2.39063108142e-08
54,0.00868368295049,8.5852251969,0.00471901157858,30.0,0.511036846946,6.31112089201,14.7222222222,0.352170286029,2.11197800049,-0.00471904918718,110,1.0,3.06680488782e-08,0.747624949354,-3.76086004941e-08
54,0.00975759798749,7.24263352376,0.00771948364679,23.0,0.508191350678,5.47271571379,12.5555555556,0.337499055876,2.10021832884,-0.00771952250835,111,2.0,-3.24371686178e-08,0.742041305441,-3.88615586118e-08
54,0.00787516353184,7.06126301513,0.00456534318428,26.0,0.506824935864,6.17664080487,12.1851851852,0.305421926715,2.09457130349,-0.00456535063385,112,4.0,-4.66041665259e-08,0.739348904031,-7.44957292008e-09
54,0.00791668827699,6.60004815842,0.00759449187824,31.0,0.506325040361,5.78525157642,11.1111111111,0.25309455504,2.09250536968,-0.00759446778194,113,3.0,2.79085539123e-08,0.738362089532,2.40963025593e-08
54,0.00646398046163,7.25594256273,0.00651147381914,31.0,0.504796415762,6.90191917804,11.7407407407,0.290654023451,2.08618797487,-0.00651147691668,114,0.0,6.16042852286e-08,0.735338465112,-3.09754314795e-09
54,0.00927161495502,7.59617393843,0.00843918462413,30.0,0.498509694374,6.18554556502,13.1296296296,0.2768752016,2.06020664427,-0.00843914952154,115,4.0,2.00284256957e-08,0.722806290525,3.51025881771e-08
54,0.00758325750275,8.10956503519,0.00587337736545,37.0,0.496541771798,7.39220662542,13.8518518519,0.268090056346,2.05207374894,-0.00587339199432,116,2.0,5.68694469294e-09,0.718850866693,-1.46288708411e-08
54,0.00772729059521,7.74283711471,0.008040411652,27.0,0.495144049837,5.95559701478,13.2222222222,0.337223086806,2.04629733957,-0.0080404404745,117,0.0,-3.47914741461e-08,0.716031984228,-2.88225011802e-08
54,0.00666116684083,8.34772609831,0.00514527108203,29.0,0.490465539853,6.79256129077,14.5,0.314783504901,2.02696231467,-0.0051452545119,118,2.0,3.70316359799e-08,0.706538275617,1.65701298068e-08
54,0.00958779439038,6.86802037401,0.00780821480208,28.0,0.488870703646,6.38298170281,12.1296296296,0.246813016575,2.02037128507,-0.00780824918741,119,1.0,7.74740249732e-09,0.703281299013,-3.43853344036e-08
54,0.00972315822729,7.92606151487,0.00368704171906,30.0,0.48830966367,6.97693633363,13.3703703704,0.274784472277,2.01805265757,-0.00368700611094,120,1.0,-3.6635654066e-08,0.702133015531,3.56081210941e-08
54,0.00992432143612,8.28877065463,0.010273037897,36.0,0.487119594259,7.54165387762,14.4444444444,0.24935761255,2.0131344204,-0.0102730712947,121,0.0,-9.07422414986e-09,0.699692920583,-3.33977364498e-08
54,0.00674035009592,8.55270284367,0.00765723250899,31.0,0.486370149831,7.25058533184,14.7222222222,0.274941613692,2.01003716791,-0.0076571700538,122,4.0,-7.5986927861e-09,0.6981532134,6.24551949004e-08
54,0.00967869195431,8.7978403868,0.00617623540513,39.0,0.485220639544,7.13261120917,15.5740740741,0.288117565268,2.00528655071,-0.00617621765974,123,4.0,1.69478989731e-08,0.695786968607,1.77453895155e-08
54,0.00950197461509,7.70975118766,0.00631055549544,33.0,0.482921588141,7.45733176023,13.5925925926,0.25438680735,1.99578518889,-0.00631052614981,124,1.0,3.29716585146e-08,0.691037551302,2.93456377869e-08
54,0.00949420879036,7.98829834971,0.00710535026463,30.0,0.481498832999,7.3622931732,14.0185185185,0.247118464409,1.98990532411,-0.00710541416475,125,1.0,1.26487155194e-08,0.688087061781,-6.39001232356e-08
54,0.00840567856659,7.6952667786,0.00790641750664,33.0,0.481369960494,6.82366574988,13.7407407407,0.258396902716,1.98937272867,-0.00790646397211,126,1.0,2.41883446606e-08,0.687819377321,-4.64654754097e-08
54,0.0077557062581,8.44436572034,0.00903280206956,35.0,0.479636455595,7.05137428355,14.9814814815,0.313415548945,1.98220861862,-0.00903279207093,127,4.0,1.13211695574e-09,0.684211686987,9.99863070889e-09
